"02-15-26","","","Eagle Sign Company","DIVISION 20","","DATE RANGE:  01/01/11 - 12/31/11","","","","","","","0099","","","","","","","0100","","","","","","","0200","","","","","","","0300","","","","","","","0400","","","","","","","0500","","","","","","","0600","","","","","","","0700","","","","","","","0800","","","","","","","5010","","","","","","","5190","","","","","","","5200","","","","","","","5300","","","","","","","5307","","","","","","","6000","","","","","","","6010","","","","","","","6020","","","","","","","6030","","","","","","","6040","","","","","","","6050","","","","","","","9820","","","","","ADJ"
"","","","","","","","","","","","","","PERMITTING","","","","","","","ART DEPARTMENT","","","","","","","FABRICATION","","","","","","","ELECTRICAL","","","","","","","PAINT","","","","","","","VINYL & GRAPHICS","","","","","","","INSTALLATION","","","","","","","SERVICE","","","","","","","TRAVEL","","","","","","","VEHICLE MAINTENANCE","","","","","","","SALES","","","","","","","JANITORIAL","","","","","","","OFFICE","","","","","","","Management Labor","","","","","","","VACATION PAY","","","","","","","PERSONAL/SICK PAY","","","","","","","MISC BENEFIT PAY","","","","","","","EMPLOYEE BONUS","","","","","","","HOLIDAY PAY","","","","","","","INDIRECT SHOP LABOR","","","","","","","Service Labor - Overtime","","","","","Adjust/Transfer"
"WO #","Due Date","Customer #","Customer Name","Job Location","Quote #","Description","Sign Type","Template Code","WO Status","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Act Dollars","","Tot Est Hrs","Tot Act Hrs","Tot Variance","Tot Est Dollars","Tot Act Dollars","Tot Variance"
"3852.1","11/28/11","3299","2ND WIND EXERCISE EQUIPMENT","ANKENY, IA","10105"," Furnish and install replacement tenant panel faces for (1) D","MONDF","","Acct Closed","","","","","","","","","1.000","0.000","1.000","30.40","0.00","30.40","","0.500","0.500","0.000","15.20","16.15","-0.95","","","","","","","","","","","","","","","","2.000","1.500","0.500","60.80","50.58","10.22","","1.500","1.250","0.250","79.80","53.90","25.90","","","","","","","","","1.000","0.000","1.000","36.10","0.00","36.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.000","3.250","2.750","222.30","120.63","101.67"
"SC2309.1","08/12/11","200","5 & DINER RESTAURANTS","",""," Customer needs quote to repair Neon outages around perimeter of building.   Call Adam F. From the site so he can get quote put together. *Store is currently being remodeled. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","75.60","-75.60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","75.60","-75.60"
"3617.1","07/26/11","2548","AAFES ACCOUNTS PAYABLE","OKLAHOMA CITY, OK","9478"," fabricate and ship (1) Charleys Logo & Letters. Logo is separate, 25.5"" tall, with .050 back, Letters have .040 backs. 5 deep returns to match 3630-126 Dk Emerald Green. Logo has White, Black, Red, Yellow and Green vinyl with white outline. Logo has White trim cap and letters have Green trim cap. Faces: 3","CLLIT","","Acct Closed","","","","","","","","","1.000","0.000","1.000","30.40","0.00","30.40","","20.000","17.500","2.500","608.00","548.39","59.61","","4.000","2.500","1.500","121.60","80.75","40.85","","1.500","1.000","0.500","45.60","28.50","17.10","","1.750","1.750","0.000","53.20","55.83","-2.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.250","22.750","5.500","858.80","713.47","145.33"
"3705.1","09/07/11","2809","ACCEL SIGN GROUP","",""," Surevey building front. Need good quality pictures of store front and measurements of windows.  Customer is wanting to install an awning below the channel letters, please measure that area also.  Contact: Manager. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.000","-2.000","0.00","72.80","-72.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.000","-2.000","0.00","72.80","-72.80"
"3801.1","11/02/11","2809","ACCEL SIGN GROUP","CLIVE, IA","9821"," Receive, inspect and install (2) 14' long non-lit awnings installed side-by-side, 4' tall w","AWNNON","","Acct Closed","","","","","","","","","","","","","","","","1.000","0.000","1.000","37.40","0.00","37.40","","","","","","","","","","","","","","","","","","","","","","","7.000","6.500","0.500","522.90","299.60","223.30","","0.000","0.500","-0.500","0.00","18.20","-18.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.000","7.000","1.000","560.30","317.80","242.50"
"SC2201.1","02/22/11","1500","ACCOR NORTH AMERICAN/ G6 HOSPITALITY LLC","",""," (2) Motel 6 building signs are out. Repair as needed.  Follow all instructions below:"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","8.000","-8.000","0.00","305.20","-305.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","8.000","-8.000","0.00","305.20","-305.20"
"SC2226.1","04/05/11","1500","ACCOR NORTH AMERICAN/ G6 HOSPITALITY LLC","",""," Manager reports trouble with key pad.  Plese check to make sure connection is good.  If a cord or keypay needs replaces let Carolyn Sanford know (972-716-1637)"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"SC2228.1","04/05/11","1500","ACCOR NORTH AMERICAN/ G6 HOSPITALITY LLC","",""," There are several lights out on the building and the pole sign.  Also replace the lamps in the parking lot.  Check ALL signage."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","6.500","-6.500","0.00","236.60","-236.60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","6.500","-6.500","0.00","236.60","-236.60"
"SC2246.1","04/23/11","1500","ACCOR NORTH AMERICAN/ G6 HOSPITALITY LLC","",""," The M6 sign on the north side is completely out.  Repair to light.  Read all attached paper work carefully and get signoff sheet signed."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","45.50","-45.50","","0.000","2.500","-2.500","0.00","91.00","-91.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.750","-3.750","0.00","136.50","-136.50"
"SC2286.1","07/06/11","1500","ACCOR NORTH AMERICAN/ G6 HOSPITALITY LLC","",""," The electronic pricer is having issues.  Check it and all other signage for repair or outages.  Call Carolyn Sanford @972-360-5987 for authorization to repair any addional work.  If any lamps are replaced, write date on the lights replaced.  Take before and after photos and send completion photos when finished.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.500","-2.500","0.00","91.00","-91.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.500","-2.500","0.00","91.00","-91.00"
