"02-15-26","","","Eagle Sign Company","DIVISION 20","","DATE RANGE:  01/01/10 - 12/31/10","","","","","","","0099","","","","","","","0100","","","","","","","0200","","","","","","","0300","","","","","","","0400","","","","","","","0500","","","","","","","0600","","","","","","","0700","","","","","","","0800","","","","","","","5010","","","","","","","5190","","","","","","","5200","","","","","","","5300","","","","","","","5307","","","","","","","6000","","","","","","","6010","","","","","","","6020","","","","","","","6030","","","","","","","6040","","","","","","","6050","","","","","","","9820","","","","","ADJ"
"","","","","","","","","","","","","","PERMITTING","","","","","","","ART DEPARTMENT","","","","","","","FABRICATION","","","","","","","ELECTRICAL","","","","","","","PAINT","","","","","","","VINYL & GRAPHICS","","","","","","","INSTALLATION","","","","","","","SERVICE","","","","","","","TRAVEL","","","","","","","VEHICLE MAINTENANCE","","","","","","","SALES","","","","","","","JANITORIAL","","","","","","","OFFICE","","","","","","","Management Labor","","","","","","","VACATION PAY","","","","","","","PERSONAL/SICK PAY","","","","","","","MISC BENEFIT PAY","","","","","","","EMPLOYEE BONUS","","","","","","","HOLIDAY PAY","","","","","","","INDIRECT SHOP LABOR","","","","","","","Service Labor - Overtime","","","","","Adjust/Transfer"
"WO #","Due Date","Customer #","Customer Name","Job Location","Quote #","Description","Sign Type","Template Code","WO Status","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Act Dollars","","Tot Est Hrs","Tot Act Hrs","Tot Variance","Tot Est Dollars","Tot Act Dollars","Tot Variance"
"3129.1","10/29/10","3017","1220 LOCUST, LLC.","DES MOINES, IA","8175"," Furnish and install (1) set of 2 vinyl graphics applied to existing D","VINYL","","Acct Closed","","","","","","","","","0.500","0.000","0.500","15.20","0.00","15.20","","","","","","","","","","","","","","","","","","","","","","","1.000","1.000","0.000","30.40","30.54","-0.14","","1.500","3.000","-1.500","79.80","151.20","-71.40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.000","4.000","-1.000","125.40","181.74","-56.34"
"2794.1","04/20/10","2858","34'S SPORTS GRILL","",""," Survey jobsite elevations. "," ","","Acct Closed","","","","","","","","","","","","","","","","0.000","7.000","-7.000","0.00","209.49","-209.49","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","75.60","-75.60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","8.500","-8.500","0.00","285.09","-285.09"
"2810.1","05/17/10","2875","3E","WINDSOR HEIGHTS, IA","7325"," Existing directional sign has been damaged. Repair with new poles and footings, use existing cabinet, and reinstall.","DIRECT","","Acct Closed","","","","","","","","","0.500","0.000","0.500","15.20","0.00","15.20","","3.000","1.500","1.500","91.20","37.05","54.15","","","","","","","","","1.500","2.000","-0.500","45.60","57.00","-11.40","","","","","","","","","3.500","4.000","-0.500","231.35","157.86","73.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.500","0.000","0.500","18.05","0.00","18.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.000","7.500","1.500","401.40","251.91","149.49"
"2907.1","07/15/10","2931","515 ULTRA LOUNGE","WEST DES MOINES, IA","7531A"," Furnish and install (1) building sign to the north elevation. The letters 'ULTRA' are non-illuminating 1"" thick painted Sintra flush mounted to the wall. The numbers '515' are reverse lit with white LED's and are mounted to the wall using standoffs. The letters 'LOUNGE' are non-illuminating 1","CLLIT","","Acct Closed","","","","","","","","","1.000","0.750","0.250","30.40","22.10","8.30","","11.500","16.250","-4.750","349.60","416.12","-66.52","","2.000","2.750","-0.750","60.80","77.43","-16.63","","4.000","5.250","-1.250","121.60","149.63","-28.03","","2.000","2.750","-0.750","60.80","89.55","-28.75","","7.500","12.000","-4.500","557.55","517.30","40.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.000","39.750","-11.750","1180.75","1272.13","-91.38"
"SC2040.1","07/21/10","2931","515 ULTRA LOUNGE","",""," Bring numbers ""515"" back to Eagle.  Put more LEDs in the numbers along with difuser film.  Reinstall the numbers 2"" off the letters ""Ultra"".  "," ","","Acct Closed","","","","","","","","","","","","","","","","0.000","0.750","-0.750","0.00","24.23","-24.23","","0.000","0.500","-0.500","0.00","16.15","-16.15","","","","","","","","","0.000","1.500","-1.500","0.00","50.60","-50.60","","0.000","1.000","-1.000","0.00","36.40","-36.40","","0.000","2.500","-2.500","0.00","91.00","-91.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","6.250","-6.250","0.00","218.38","-218.38"
"SC2048.1","08/07/10","2931","515 ULTRA LOUNGE","",""," Remove Difuser Film from the numbers ""515"""," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","36.40","-36.40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","36.40","-36.40"
"2676.1","02/08/10","250","7 FLAGS FITNESS","Clive, IA","6878"," Replace damaged faces and letters in channel letter sign on raceway 'CENTER'. Note snow build up behind letters has caused these letters to bend the letter cabinets and neon may also require repair which is not part of the quote. We will remove the snow and ice when new faces are installed.","CLLIT","","Acct Closed","","","","","","","","","","","","","","","","5.000","6.750","-1.750","152.00","227.66","-75.66","","","","","","","","","","","","","","","","","","","","","","","4.500","5.500","-1.000","225.40","235.20","-9.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.500","12.250","-2.750","377.40","462.86","-85.46"
"SC1885.1","02/12/10","2777","AAMCO TRANSMISSIONS","",""," Survey sign for outage repair estimate.  Rich-  Call to set up time After 9:30 and before 4:00.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","75.60","-75.60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","75.60","-75.60"
"3108.1","10/21/10","1150","ABC HERRINGTON SIGN & DISPLAY","Urbandale, IA","8174"," Fabricate a 16"" tall x 21' long x .040 pre-painted black aluminum panel.  Route ""SIMPLE  FRESH  AMERICAN DINING"" copy into panel.  Aluminum will be (3) individual pieces due to the overall length.  Any work to assemble or seam the panels will be done by ABC-Herrington Sign.  Panel is to be picked up at Eagle Sign.","OVRLAY","","Acct Closed","","","","","","","","","","","","","","","","4.000","0.250","3.750","121.60","7.49","114.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.000","0.250","3.750","121.60","7.49","114.11"
"2769.1","04/28/10","2809","ACCEL SIGN GROUP","Clive, IA","7245"," Receive, inspect and install (1) set of remote mounted building channel letters. Mounting pattern provided by others. Survey for size verification: then fabricate and install (2) monument sign tenant panels for existing monument sign.  Provide completion photos. Customer completion form to be signed.  ","BLDILL","","Acct Closed","","","","","","","","","","","","","","","","6.000","17.000","-11.000","182.40","503.64","-321.24","","","","","","","","","3.000","1.500","1.500","91.20","42.75","48.45","","0.000","1.750","-1.750","0.00","59.03","-59.03","","13.000","33.500","-20.500","978.60","1422.42","-443.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.000","53.750","-31.750","1252.20","2027.84","-775.64"
