"02-15-26","","","Eagle Sign Company","DIVISION 20","","DATE RANGE:  01/01/20 - 12/31/20","","","","","","","0099","","","","","","","0100","","","","","","","0200","","","","","","","0300","","","","","","","0400","","","","","","","0500","","","","","","","0600","","","","","","","0700","","","","","","","0800","","","","","","","5010","","","","","","","5190","","","","","","","5200","","","","","","","5300","","","","","","","5307","","","","","","","6000","","","","","","","6010","","","","","","","6020","","","","","","","6030","","","","","","","6040","","","","","","","6050","","","","","","","9820","","","","","ADJ"
"","","","","","","","","","","","","","PERMITTING","","","","","","","ART DEPARTMENT","","","","","","","FABRICATION","","","","","","","ELECTRICAL","","","","","","","PAINT","","","","","","","VINYL & GRAPHICS","","","","","","","INSTALLATION","","","","","","","SERVICE","","","","","","","TRAVEL","","","","","","","VEHICLE MAINTENANCE","","","","","","","SALES","","","","","","","JANITORIAL","","","","","","","OFFICE","","","","","","","Management Labor","","","","","","","VACATION PAY","","","","","","","PERSONAL/SICK PAY","","","","","","","MISC BENEFIT PAY","","","","","","","EMPLOYEE BONUS","","","","","","","HOLIDAY PAY","","","","","","","INDIRECT SHOP LABOR","","","","","","","Service Labor - Overtime","","","","","Adjust/Transfer"
"WO #","Due Date","Customer #","Customer Name","Job Location","Quote #","Description","Sign Type","Template Code","WO Status","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Act Dollars","","Tot Est Hrs","Tot Act Hrs","Tot Variance","Tot Est Dollars","Tot Act Dollars","Tot Variance"
"SC6310.1","09/30/20","5128","23RD GROUP FACILITY SERVICES","",""," Exterior sign and side lights are out - Humana sign is out and 1 building light. ( Will need ladder to access.)  IVR must be used to check in and out.  Check in and out with Manager on duty.  All requests for NTE increase must be made while tech is onsite.  Labor MUST match IVR hours.  Before and after photos. Record make"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","67.04","-67.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","67.04","-67.04"
"9568.1","01/13/20","5429","3 SON'S CAR WASH","WEST DES MOINES, IA","29072"," Fabricate and install (3) faces, 37 1","FFACE","","Acct Closed","","","","","","","","","0.999","0.500","0.499","42.42","19.78","22.64","","1.500","1.750","-0.250","63.69","74.07","-10.38","","","","","","","","","","","","","","","","9.999","4.000","5.999","424.56","154.65","269.91","","3.000","1.000","2.000","178.04","54.50","123.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.498","7.250","8.248","708.71","303.00","405.71"
"9568.2","01/13/20","5429","3 SON'S CAR WASH","WEST DES MOINES, IA","29073"," Fabricate and install (1) face, 37 1","FFACE","","Acct Closed","","","","","","","","","1.000","0.500","0.500","42.46","19.78","22.68","","0.500","0.500","0.000","21.23","21.48","-0.25","","","","","","","","","","","","","","","","4.250","1.500","2.750","180.46","58.15","122.31","","1.500","0.250","1.250","87.70","13.76","73.94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","57.90","-57.90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.250","4.250","3.000","331.85","171.07","160.78"
"9926.1","11/01/20","5727","4 SEASONS MINI STORAGE & CAR WASH","PERRY, IA","30389"," Fabricate and Install DF Pole Sign onto new concrete base (Footing","POLLIT","","Acct Closed","","","","","","","","","1.000","0.000","1.000","42.46","0.00","42.46","","18.250","17.500","0.750","774.90","555.42","219.48","","5.000","6.750","-1.750","212.30","196.39","15.91","","9.000","8.000","1.000","382.14","301.13","81.01","","","","","","","","","11.000","10.750","0.250","856.00","547.66","308.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.250","43.000","1.250","2267.80","1600.60","667.20"
"9926.2","11/01/20","5727","4 SEASONS MINI STORAGE & CAR WASH","PERRY, IA","30450"," Staff time for the procurement of permitting - NOTE: permit cost will be on final invoice","POLLIT","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"SC6269.1","08/27/20","5711","A & W ELECTRIC INC","",""," Convert (1) pole light approx 40ft high and (6) dock flood lights approx 30ft high that are changing from HID to LED. Lamps supplied by A&W Electric. After 10 AM 8"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.000","-3.000","0.00","160.88","-160.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.000","-3.000","0.00","160.88","-160.88"
"9627.1","02/28/20","4617","A+ COMMUNICATIONS & SECURITY","DES MOINES, IA","29104"," NISSAN MODEL NV200: Furnish and apply A + Communications vinyl graphics on a new model service van. Customer to deliver van to Eagle shop.","VINYL","","Acct Closed","","","","","","","","","3.000","0.000","3.000","127.38","0.00","127.38","","","","","","","","","","","","","","","","","","","","","","","30.000","17.000","13.000","1273.80","656.45","617.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.000","17.000","16.000","1401.18","656.45","744.73"
"9627.2","02/28/20","4617","A+ COMMUNICATIONS & SECURITY","",""," Furnish only the following vehicle numbers in black first surface vinyl; 3"" tall 600, 606, 608, 617, 628, 638, 640, 641 and 642. 2"" tall 600, 606, 617, 628, 638, 640, 641 and 642. List as a separate line item on the final invoice as T&M."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.500","-0.500","0.00","19.55","-19.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.500","-0.500","0.00","19.55","-19.55"
"9647.1","03/20/20","4617","A+ COMMUNICATIONS & SECURITY","",""," Furnish and install identical fleet vehicle graphics as previously done for (2) new of the larger van models. Customer will drop both service vans off at Eagle on Friday March 13th. Eagle has until Friday March 20th to complete the vans. Bill customer $966.76 per van plus tax."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","12.500","-12.500","0.00","483.23","-483.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","12.500","-12.500","0.00","483.23","-483.23"
"9648.1","03/13/20","4617","A+ COMMUNICATIONS & SECURITY","",""," Cut, Weed and mask the following numbers in both 2"" and 3"" black first surface vinyl: 600,635, 643, 650.  Joe P to deliver to customer. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.500","-0.500","0.00","19.55","-19.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.500","-0.500","0.00","19.55","-19.55"
