"02-15-26","","","Eagle Sign Company","DIVISION 20","","DATE RANGE:  01/01/16 - 12/31/16","","","","","","","0099","","","","","","","0100","","","","","","","0200","","","","","","","0300","","","","","","","0400","","","","","","","0500","","","","","","","0600","","","","","","","0700","","","","","","","0800","","","","","","","5010","","","","","","","5190","","","","","","","5200","","","","","","","5300","","","","","","","5307","","","","","","","6000","","","","","","","6010","","","","","","","6020","","","","","","","6030","","","","","","","6040","","","","","","","6050","","","","","","","9820","","","","","ADJ"
"","","","","","","","","","","","","","PERMITTING","","","","","","","ART DEPARTMENT","","","","","","","FABRICATION","","","","","","","ELECTRICAL","","","","","","","PAINT","","","","","","","VINYL & GRAPHICS","","","","","","","INSTALLATION","","","","","","","SERVICE","","","","","","","TRAVEL","","","","","","","VEHICLE MAINTENANCE","","","","","","","SALES","","","","","","","JANITORIAL","","","","","","","OFFICE","","","","","","","Management Labor","","","","","","","VACATION PAY","","","","","","","PERSONAL/SICK PAY","","","","","","","MISC BENEFIT PAY","","","","","","","EMPLOYEE BONUS","","","","","","","HOLIDAY PAY","","","","","","","INDIRECT SHOP LABOR","","","","","","","Service Labor - Overtime","","","","","Adjust/Transfer"
"WO #","Due Date","Customer #","Customer Name","Job Location","Quote #","Description","Sign Type","Template Code","WO Status","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Act Dollars","","Tot Est Hrs","Tot Act Hrs","Tot Variance","Tot Est Dollars","Tot Act Dollars","Tot Variance"
"7451.1","06/22/16","4129","A-D DISTRIBUTING CO.","",""," Assist AD Dist. in repair of flag pole."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","70.79","-70.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","70.79","-70.79"
"7644.1","09/16/16","4129","A-D DISTRIBUTING CO.","",""," Assist with re-roping 20' internal halyard flagpole. Rope broke and came out.  Do both orders on same day or separate. Let him know your schedule.  515 288 3365"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","59.00","-59.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","59.00","-59.00"
"7645.1","09/16/16","4129","A-D DISTRIBUTING CO.","",""," Install new 30' x 4"" external halyard flagpole in existing foundation.  Old pole was bent from straight line winds a few weeks ago and has been removed.   Do both jobs on same day or separate. To be completed by end of week; Call with Schedule.  515 288 3365"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","59.00","-59.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","59.00","-59.00"
"7692.1","10/12/16","4129","A-D DISTRIBUTING CO.","",""," 1 Pole , Cable -based internal Halyard.  Replace cables and winch.  (1) 50' pole next to curb.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.500","-3.500","0.00","165.17","-165.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.500","-3.500","0.00","165.17","-165.17"
"7693.1","10/12/16","4129","A-D DISTRIBUTING CO.","",""," 3 poles, all cable -based internal halyard.  Replace all parts except winches. (1) 50 ft. Pole, 10ft. from curb. (1) 45ft. pole, 24 ft. from curb. (1) 40-45 ft pole. 10 ft from curb. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.000","-3.000","0.00","141.57","-141.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.000","-3.000","0.00","141.57","-141.57"
"7729.1","10/29/16","4129","A-D DISTRIBUTING CO.","",""," Assist Tony with installing a 30' flag pole.  Take OSB boards to lay on the lawn. Call Tony to discuss date and time. 515 288 3365 "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.500","-2.500","0.00","117.98","-117.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.500","-2.500","0.00","117.98","-117.98"
"7759.1","11/11/16","4129","A-D DISTRIBUTING CO.","",""," 40-45´ flag pole repair.  ( You can park right next to it.) All parts need to be replaced.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.750","-1.750","0.00","82.60","-82.60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.750","-1.750","0.00","82.60","-82.60"
"7770.1","11/15/16","4129","A-D DISTRIBUTING CO.","",""," Assist with repairing 30' Flag Pole."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.250","-2.250","0.00","106.19","-106.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.250","-2.250","0.00","106.19","-106.19"
"SC4388.1","03/24/16","4129","A-D DISTRIBUTING CO.","",""," Please assist Tony with re-roping an internally roped flagpole at a resident."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","47.19","-47.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","47.19","-47.19"
"SC4392.1","03/29/16","4129","A-D DISTRIBUTING CO.","",""," Repair customers flag pole "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","47.22","-47.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","47.22","-47.22"
"SC4393.1","03/29/16","4129","A-D DISTRIBUTING CO.","",""," Repair Flag Pole  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","59.00","-59.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","59.00","-59.00"
"SC4435.1","05/06/16","4129","A-D DISTRIBUTING CO.","",""," Customer has an outrigger wall mounted external halyard flagpole on the front of the building. To the top of the pole is aprox. 40 feet and we can get close to the building. Truck, ball, rope and snaps need to be replaced. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","47.19","-47.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","47.19","-47.19"
"SC4436.1","05/06/16","4129","A-D DISTRIBUTING CO.","",""," They have two 25 foot external halyard flagpoles.  Both are close to the parking lot.  Trucks, balls, rope and snaps need to be replaced.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","47.19","-47.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","47.19","-47.19"
"SC4437.1","05/06/16","4129","A-D DISTRIBUTING CO.","",""," They have one  30 foot external halyard flagpole in the parking lot. Truck,  ball, rope, snaps and flag needs to be replaced.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","47.19","-47.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","47.19","-47.19"
"SC4438.1","05/06/16","4129","A-D DISTRIBUTING CO.","",""," Customer has a  15' Flagpole that needs a new small pulley and rope, snaps and flag replaced.  Flagpole can be reached from either street or driveway.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","47.19","-47.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","47.19","-47.19"
"SC4439.1","05/06/16","4129","A-D DISTRIBUTING CO.","",""," Customer has aprox. 25 ' external halyard flagpole.  Needs new rope, snaps, and flag. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","59.00","-59.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","59.00","-59.00"
"SC4624.1","10/29/16","2777","AAMCO TRANSMISSIONS","",""," Send service to trouble shoot and repair the following: 1). Pole sign cabinet (does not illuminate) Measure this cabinet for new faces.2)Pole sign reader board cabinet (does not illuminate)3)Building sign cabinet (does not illuminate) Measure this sign for a new face. 4)Building sign channel letters east elevation ( do not illuminate) 5)Building sign channel letters north elevation(do not illuminate) 6.Illuminated awning ( has either lamps or ballasts out or both.  Light fixtures on top of the building (remove one lamp and give it to Tim, he will go get replacements) DO THIS FIRST SO HE CAN GET THE REPLACEMENTS WHILE YOU WORK ON OTHER ITEMS.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.500","-3.500","0.00","165.17","-165.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.500","-3.500","0.00","165.17","-165.17"
"SC4442.1","05/07/16","4839","ABSOLUTE HEATING & COOLING","",""," Provide lift service for Air Conditioning.  Be there and ready to go at 8:00 am. Saturday morning.    (515) 971 1882 "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","4.000","-4.000","0.00","243.10","-243.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","4.000","-4.000","0.00","243.10","-243.10"
"7355.1","05/06/16","4832","ACADEMY OF MARTIAL ARTS","ANKENY, IA","21375"," Furnish and install black vinyl graphics for existing building sign cabinet face ´ACADEMY OF MARSHALL ARTS´ No logo.","VINYL","","Acct Closed","","","","","","","","","0.250","0.000","0.250","7.96","0.00","7.96","","","","","","","","","","","","","","","","","","","","","","","0.500","0.750","-0.250","19.30","26.90","-7.60","","1.000","2.250","-1.250","57.20","89.25","-32.05","","","","","","","","","0.500","0.000","0.500","17.27","0.00","17.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.250","3.000","-0.750","101.73","116.15","-14.42"
"7355.2","05/06/16","4832","ACADEMY OF MARTIAL ARTS","ANKENY, IA","21376"," Furnish and install standard colored vinyl graphics for existing monument sign tenant panels ´ACADEMY OF MARSHALL ARTS´ include logo.","VINYL","","Acct Closed","","","","","","","","","0.250","0.250","0.000","7.96","8.94","-0.98","","","","","","","","","","","","","","","","","","","","","","","1.250","0.750","0.500","48.25","26.90","21.35","","1.000","2.250","-1.250","57.20","89.25","-32.05","","","","","","","","","0.500","0.000","0.500","17.27","0.00","17.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.000","3.250","-0.250","130.68","125.09","5.59"
"7718.1","11/28/16","4832","ACADEMY OF MARTIAL ARTS","ANKENY, IA","22320"," Fabricate and install (1) LED illuminated building sign cabinet. Price includes photo cell. Power to sign by others.","BLDILL","","Acct Closed","","","","","","","","","1.000","1.000","0.000","31.85","35.71","-3.86","","5.500","5.500","0.000","212.30","220.27","-7.97","","2.500","5.000","-2.500","96.50","115.80","-19.30","","3.000","1.500","1.500","115.80","50.67","65.13","","5.500","2.000","3.500","212.30","72.04","140.26","","3.750","4.500","-0.750","339.20","209.77","129.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.250","-0.250","0.00","5.79","-5.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.250","19.750","1.500","1007.95","710.05","297.90"
"7718.2","11/28/16","4832","ACADEMY OF MARTIAL ARTS","ANKENY, IA","22321"," Fabricate and install (1) shed style awning with open ends and mill finished aluminum frame. Black Sunbrella fabric with white hand painted copy on a 6"" rigid valance.","AWNNON","AWNING","Acct Closed","","","","","","","","","1.000","0.000","1.000","31.85","0.00","31.85","","6.000","19.750","-13.750","231.60","745.64","-514.04","","","","","","","","","8.000","0.000","8.000","308.80","0.00","308.80","","1.000","1.000","0.000","38.60","35.71","2.89","","4.250","3.500","0.750","367.80","161.97","205.83","","0.000","0.500","-0.500","0.00","23.43","-23.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.250","24.750","-4.500","978.65","966.75","11.90"
"7718.3","11/28/16","4832","ACADEMY OF MARTIAL ARTS","ANKENY, IA","22322"," Fabricate and install 6"" tall x 1","GEMINI","GEMINI","Acct Closed","","","","","","","","","1.000","1.000","0.000","31.85","35.71","-3.86","","0.500","0.000","0.500","19.30","0.00","19.30","","","","","","","","","","","","","","","","","","","","","","","3.500","2.500","1.000","196.20","116.11","80.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.000","3.500","1.500","247.35","151.82","95.53"
"7718.4","11/28/16","4832","ACADEMY OF MARTIAL ARTS","ANKENY, IA","22323"," Furnish and install (1) set first surface printed perforated vinyl graphics applied first surface to window. Option add optical clear over-laminate to protect the print from the weather add $108.42. Note outside temperature must be 50 degrees to install.   ** Customer wants optical clear over-laminate.","VINYL","","Acct Closed","","","","","","","","","1.000","0.750","0.250","31.85","26.79","5.06","","","","","","","","","","","","","","","","","","","","","","","3.500","0.500","3.000","135.10","18.10","117.00","","3.000","3.000","0.000","167.60","138.57","29.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.500","4.250","3.250","334.55","183.46","151.09"
