"02-15-26","","","Eagle Sign Company","DIVISION 20","","DATE RANGE:  01/01/12 - 12/31/12","","","","","","","0099","","","","","","","0100","","","","","","","0200","","","","","","","0300","","","","","","","0400","","","","","","","0500","","","","","","","0600","","","","","","","0700","","","","","","","0800","","","","","","","5010","","","","","","","5190","","","","","","","5200","","","","","","","5300","","","","","","","5307","","","","","","","6000","","","","","","","6010","","","","","","","6020","","","","","","","6030","","","","","","","6040","","","","","","","6050","","","","","","","9820","","","","","ADJ"
"","","","","","","","","","","","","","PERMITTING","","","","","","","ART DEPARTMENT","","","","","","","FABRICATION","","","","","","","ELECTRICAL","","","","","","","PAINT","","","","","","","VINYL & GRAPHICS","","","","","","","INSTALLATION","","","","","","","SERVICE","","","","","","","TRAVEL","","","","","","","VEHICLE MAINTENANCE","","","","","","","SALES","","","","","","","JANITORIAL","","","","","","","OFFICE","","","","","","","Management Labor","","","","","","","VACATION PAY","","","","","","","PERSONAL/SICK PAY","","","","","","","MISC BENEFIT PAY","","","","","","","EMPLOYEE BONUS","","","","","","","HOLIDAY PAY","","","","","","","INDIRECT SHOP LABOR","","","","","","","Service Labor - Overtime","","","","","Adjust/Transfer"
"WO #","Due Date","Customer #","Customer Name","Job Location","Quote #","Description","Sign Type","Template Code","WO Status","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Act Dollars","","Tot Est Hrs","Tot Act Hrs","Tot Variance","Tot Est Dollars","Tot Act Dollars","Tot Variance"
"4040.1","04/17/12","3390","2 FOR U DAYCARE","ANKENY, IA","10656"," Fabricate and install vinyl on existing non-illuminated face. 3M 7725-56 Dark Green vinyl 2 For U Daycare and logo; existing face is 36""x54"". At install, remove existing vinyl and clean face; permit fees and taxes to be added to final invoice","VINYL","","Acct Closed","","","","","","","","","0.500","0.000","0.500","18.70","0.00","18.70","","","","","","","","","","","","","","","","","","","","","","","0.750","3.750","-3.000","28.05","122.20","-94.15","","2.000","5.500","-3.500","106.40","238.70","-132.30","","","","","","","","","1.000","0.000","1.000","36.10","0.00","36.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.250","9.250","-5.000","189.25","360.90","-171.65"
"4018.1","03/30/12","3380","21ST CENTURY REHAB","GRIMES, IA","10619"," Furnish and apply vinyl graphics to tenant panels for D","VINYL","","Acct Closed","","","","","","","","","0.250","0.500","-0.250","9.35","14.73","-5.38","","","","","","","","","","","","","","","","","","","","","","","3.500","0.750","2.750","130.90","25.31","105.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.750","1.250","2.500","140.25","40.04","100.21"
"4063.1","04/26/12","3402","4 SEASONS NAILS & SPA","WINDSOR HEIGHTS, IA","10730"," Fabricate one aluminum sign face with ""4 SEASONS NAILS & SPA"" routed out of the face. (Note aluminum sign face will have one vetical seam) The business name is white acrylic routed to push thru flush with aluminum face. Remove and junk the existing sign face and install the new face. A sign permit and applicable taxes are additional cost.**** COLOR IS WARM GREY 2C ","OTHER","","Acct Closed","","","","","","","","","1.000","0.000","1.000","37.40","0.00","37.40","","14.000","7.750","6.250","523.60","224.71","298.89","","","","","","","","","4.000","7.250","-3.250","149.60","220.40","-70.80","","","","","","","","","4.000","12.250","-8.250","227.10","525.70","-298.60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.000","27.250","-4.250","937.70","970.81","-33.11"
"4142.1","06/29/12","250","7 FLAGS FITNESS","Clive, IA","10844"," Furnish and install new replacement pan formed faces with vinyl graphics for D","MONDF","","Acct Closed","","","","","","","","","1.000","0.500","0.500","37.40","14.73","22.67","","1.000","6.000","-5.000","37.40","186.20","-148.80","","","","","","","","","0.750","1.000","-0.250","28.05","30.40","-2.35","","7.500","0.250","7.250","280.50","8.44","272.06","","3.000","2.000","1.000","219.80","84.00","135.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.250","9.750","3.500","603.15","323.77","279.38"
"4142.2","06/29/12","250","7 FLAGS FITNESS","Clive, IA","10858"," Remove exisitng vinyl graphics 'EVENT CENTER' from faces of exisitng D","VINYL","","Acct Closed","","","","","","","","","1.000","0.000","1.000","37.40","0.00","37.40","","","","","","","","","","","","","","","","","","","","","","","1.500","5.500","-4.000","56.10","183.38","-127.28","","3.000","1.250","1.750","159.60","56.00","103.60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.500","6.750","-1.250","253.10","239.38","13.72"
"4343.1","09/21/12","3496","A+ LAWN & LANDSCAPE","ANKENY, IA","11280"," Remove damaged pole skirt cover. Fabricate and install new 24""H x 48""W x 2"" reveal painted pole skirt cover to exisitng non-lit monument sign.","MONDF","","Acct Closed","","","","","","","","","","","","","","","","1.000","2.500","-1.500","38.60","72.38","-33.78","","","","","","","","","2.000","1.000","1.000","77.20","30.88","46.32","","","","","","","","","2.000","3.500","-1.500","114.40","153.02","-38.62","","","","","","","","","1.000","0.000","1.000","34.55","0.00","34.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.000","7.000","-1.000","264.75","256.28","8.47"
"4277.1","08/09/12","3472","ABR HOLDINGS, LLC","WEST DES MOINES, IA","11181"," Remove and dispose of lineal open faced neon on 3 sides of building per customer drawing, but leave script letters. At break approx. 3' each direction from script, fabricate caps for ends of channel (to be painted on site by others). Rearrange wiring for remaining neon to work properly using existing transformers. Unhook rest of transformers that were used and leave in place. Patch holes in roof with small sheet-aluminum patches (to be painted by others) or paintable caulk.","CLLIT","","Acct Closed","","","","","","","","","","","","","","","","0.250","0.500","-0.250","9.65","15.44","-5.79","","","","","","","","","","","","","","","","","","","","","","","18.000","19.750","-1.750","984.29","893.05","91.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.250","20.250","-2.000","993.94","908.49","85.45"
"4277.2","08/23/12","3472","ABR HOLDINGS, LLC","WEST DES MOINES, IA","11182"," Fabricate and install Sunflower Yellow vinyl covered awning per customer drawing (NOTE: Ferrari Yellow is discontinued fabric). 14'-11"" wide, 2'-0"" hign on face, depth and angle with open ends per drawing. ","AWNNON","AWNING","Acct Closed","","","","","","","","","0.000","0.250","-0.250","0.00","7.49","-7.49","","6.000","9.500","-3.500","231.60","310.03","-78.43","","","","","","","","","1.000","2.000","-1.000","38.60","61.76","-23.16","","1.750","3.250","-1.500","67.55","109.18","-41.63","","2.500","2.000","0.500","257.40","88.66","168.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.250","17.000","-5.750","595.15","577.12","18.03"
"4277.3","08/23/12","3472","ABR HOLDINGS, LLC","",""," Paint 5 light poles that contractor cannnot reach.  Provide paint. (Match to Sherwin Williams # 6076 Turkish Coffee. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","16.000","-16.000","0.00","702.14","-702.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","16.000","-16.000","0.00","702.14","-702.14"
"SC2807.1","12/27/12","1390","ACCELERATED REHABILITATION CENTERS, LTD","",""," Building sign (channel letters) are not working properly. Please send tech out to trouble shoot and make necessary repairs. Local contact is Lindsy 515-962-9272. This is a time and materials job. Send invoice to corporate office in Chicago attn Joel Cipowski."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","68.64","-68.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","68.64","-68.64"
"SC2808.1","12/27/12","1390","ACCELERATED REHABILITATION CENTERS, LTD","",""," The sign (channel letters) on the building is not working. Please send tech to trouble shoot and make necessary repairs. Send repair invoice to the corporate office in Chicago attn: Joel Cipowski. This is a time and material job. Local contact is Amy 515-265-8272."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","68.64","-68.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","68.64","-68.64"
"SC2641.1","07/17/12","1500","ACCOR NORTH AMERICAN/ G6 HOSPITALITY LLC","",""," I will need to have complete photos of the sign faces (both sides) the pole and if there is a Welcome sign I will need to have a photo of that also.SCOPE OF WORKThis is very importantThe pricer sign has a few light bulbs out and they also need to have their security light changed out while you’re there if possible. I will need to have complete photos of the sign faces (both sides) the pole and if there is a Welcome sign I’ll need to have a photo of that also.Please check all signs on the property and & if needed repair or replace bulbs.  We will also require that the service crew take a marker and write the date on the lights replaced. We also need to have before & after photos when completed.Lights – Daylight High Output (DHO’s)                                                                                                                      T-12 Fluorescent"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","7.000","-7.000","0.00","309.60","-309.60","","0.000","2.500","-2.500","0.00","107.97","-107.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","9.500","-9.500","0.00","417.57","-417.57"
"4108.1","05/12/12","3420","ACCOUNTING & TAX PROFESSIONALS","GRIMES, IA","10752"," Furnish and install vinyl graphics to existing blank tenant panels for D","VINYL","","Acct Closed","","","","","","","","","0.500","0.000","0.500","18.70","0.00","18.70","","","","","","","","","","","","","","","","","","","","","","","2.000","1.250","0.750","74.80","40.04","34.76","","1.000","4.500","-3.500","53.20","195.30","-142.10","","","","","","","","","1.000","0.000","1.000","36.10","0.00","36.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.500","5.750","-1.250","182.80","235.34","-52.54"
"SC2795.1","12/17/12","1800","ACME ELECTRIC","",""," Jim called and said he has several outages & would like to get repaired.  He does not want to do anything with the small red letters.  2013. Contact Jim at 323 5181 about the outages. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","5.000","-5.000","0.00","222.37","-222.37","","0.000","17.750","-17.750","0.00","788.65","-788.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","22.750","-22.750","0.00","1011.02","-1011.02"
"SC2735.1","10/23/12","3543","AD ART SIGN CO.","",""," Customer reports the entire sign is not lighting.  They cannot locate the time clock.  Travel to site, assess outages, if able to repair while on site, please do.     Call Kari at 209-751-5132 of cost exceeds NTE. Make sure all paper work is signed and stamped.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","42.90","-42.90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","42.90","-42.90"
"SC2741.1","10/26/12","3543","AD ART SIGN CO.","",""," The letters ""HOUSE"" is out on building sign.  Travel to site to assess the outages, if able to repair on site, do it.  If cost exceeds $150.00 call Kari from site to get approval.  her phone number is  209-751-5132"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.000","-2.000","0.00","85.80","-85.80","","0.000","1.500","-1.500","0.00","64.35","-64.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.500","-3.500","0.00","150.15","-150.15"
"4420.1","10/18/12","3534","ADVANCE SIGN GROUP, LLC","",""," Survey:  We need a survey done for a future job in Ankeny, IA:  1802 SE. Delaware Ave., Ankeny, IA 50021"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","77.22","-77.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","77.22","-77.22"
"SC2561.1","04/17/12","2321","AFSCME COUNCIL 61","",""," Customer would like us to secure the south face of their billboard which has portins torn loose from the frame due to the high winds. Customer has concerns that the face might completely come off the billboard frame and hit a passing car."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","5.000","-5.000","0.00","214.20","-214.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","5.000","-5.000","0.00","214.20","-214.20"
"4379.1","10/17/12","3517","AFUMC-FAITH CHAPEL","ANKENY, IA","11247C"," FABRICATE AND INSTALL (1) DOUBLE FACED SIGN ON (2) POSTS. SIGN PANEL TO BE 4´X8´, 3","JOBVIN","","Acct Closed","","","","","","","","","1.000","0.000","1.000","31.85","0.00","31.85","","1.000","4.500","-3.500","38.60","141.85","-103.25","","","","","","","","","3.000","2.500","0.500","115.80","77.20","38.60","","4.000","2.750","1.250","154.40","92.05","62.35","","4.000","9.500","-5.500","286.00","417.56","-131.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.000","19.250","-6.250","626.65","728.66","-102.01"
"3997.1","03/26/12","3366","AG BELT","DES MOINES, IA","10447"," Fabricate and install (2) replacement faces (field survey to determine cut size); 2"" panform depth, for 6'x10' existing cabinet, pole sign app 10 htg, artwork to be supplied customer; repair to existing cabinet bottom cover attachment on T&M basis (nte $200.00 without prior approval) Also clean and paint the pole one color.","POLLIT","","Acct Closed","","","","","","","","","1.000","0.750","0.250","37.40","22.10","15.30","","4.000","5.250","-1.250","149.60","169.58","-19.98","","","","","","","","","","","","","","","","5.000","2.750","2.250","187.00","89.57","97.43","","3.000","7.250","-4.250","219.80","353.50","-133.70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.000","16.000","-3.000","593.80","634.75","-40.95"
"SC2505.1","02/28/12","3362","ALL ABOUT YOU SALON & TANNING","",""," Owner would like to hae quote to repair sign to light properly.  Please get all information needed and call Adam F at Eagle to get price to make repairs.    Complete by 2"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.750","-0.750","0.00","27.30","-27.30","","0.000","1.000","-1.000","0.00","39.20","-39.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.750","-1.750","0.00","66.50","-66.50"
"SC2780.1","12/07/12","3082","ALL CREATURES SMALL","",""," Send tech to clear bugs out of bottom of building sign.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","64.35","-64.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","64.35","-64.35"
"SC2788.1","12/12/12","3550","ALL NATIONS ASSEMBLY OF GOD","",""," Monument sign that Eagle Built is not lighting.  Call Isaac on his cell phone a day in advance of going to site to let him know when you will be there.    515 770 6859 "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","42.90","-42.90","","0.000","2.500","-2.500","0.00","109.40","-109.40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.500","-3.500","0.00","152.30","-152.30"
"4489.1","11/16/12","2869","ALL STAR SIGNS","",""," Survey:  Good digital photos of all existing cabinets with accurate measurments of each.  Depth, height and length.  Is there electric to the cabinets and is the electric working ?  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","4.500","-4.500","0.00","207.35","-207.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","4.500","-4.500","0.00","207.35","-207.35"
"4035.1","04/24/12","3388","ALLIED TRAVEL","JOHNSTON, IA","8009"," Remove the neon and transformers from the existing ""ALLIED TRAVEL"" channel letters. Install single stroke of red LED's and power supplies and connect to existing electric.","OTHER","","Acct Closed","","","","","","","","","","","","","","","","0.000","2.750","-2.750","0.00","78.38","-78.38","","","","","","","","","","","","","","","","","","","","","","","5.500","9.250","-3.750","292.60","400.40","-107.80","","","","","","","","","1.000","0.000","1.000","36.10","0.00","36.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.500","12.000","-5.500","328.70","478.78","-150.08"
"4383.1","10/05/12","3518","ALOHANA HAWAIIAN GRILL","ANKENY, IA","11428"," Fabricate and deliver to the IDOT office in Ames (2) mainline signs. Reference sketch #0912-11440-01.","DIRECT","","Acct Closed","","","","","","","","","1.000","0.000","1.000","31.85","0.00","31.85","","1.000","1.250","-0.250","38.60","38.97","-0.37","","","","","","","","","1.000","0.000","1.000","38.60","0.00","38.60","","4.000","4.000","0.000","154.40","134.87","19.53","","","","","","","","","","","","","","","","1.000","0.000","1.000","34.55","0.00","34.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.000","5.250","2.750","298.00","173.84","124.16"
"4383.2","10/05/12","3518","ALOHANA HAWAIIAN GRILL","ANKENY, IA","11429"," Fabricate and deliver to the IDOT office in Ames (2) ramp signs. Reference sketch #9012-11441-01.","DIRECT","","Acct Closed","","","","","","","","","1.000","0.000","1.000","31.85","0.00","31.85","","1.000","0.750","0.250","38.60","22.79","15.81","","","","","","","","","0.500","0.000","0.500","19.30","0.00","19.30","","4.000","3.500","0.500","154.40","117.74","36.66","","","","","","","","","","","","","","","","1.000","0.000","1.000","34.55","0.00","34.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.500","4.250","3.250","278.70","140.53","138.17"
"4017.1","03/30/12","3381","AMERICAN FAMILY INSURANCE","GRIMES, IA","10599"," Furnish and apply vinyl graphics to tenant panels for D","VINYL","","Acct Closed","","","","","","","","","0.250","0.000","0.250","9.35","0.00","9.35","","","","","","","","","","","","","","","","","","","","","","","2.000","1.500","0.500","74.80","47.41","27.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.250","1.500","0.750","84.15","47.41","36.74"
"4278.1","07/30/12","3473","AMERICAN HOME SALES","",""," Send () man and lift truck to lift air-conditioner."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","51.48","-51.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","51.48","-51.48"
"4326.1","08/22/12","3473","AMERICAN HOME SALES","",""," Lift Air-conditioner."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"4010.1","03/30/12","3376","AMERICAN INN & SUITES","BOONE, IA","10557"," Fabricate (2) flexible sign faces with ""AMERICAN INN & SUITES"" copy. Remove and dispose of the existing ""ECONOLODGE"" sign faces. Relamp the sign with new high output fluorescent lamps. A sign permit and applicable taxes are additional cost.","OTHER","","Acct Closed","","","","","","","","","1.000","0.000","1.000","37.40","0.00","37.40","","2.000","2.250","-0.250","74.80","75.89","-1.09","","","","","","","","","","","","","","","","16.000","12.250","3.750","598.40","408.86","189.54","","22.000","28.000","-6.000","1163.40","1281.00","-117.60","","","","","","","","","6.000","0.000","6.000","216.60","0.00","216.60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.000","42.500","4.500","2090.60","1765.75","324.85"
