"02-15-26","","","Eagle Sign Company","DIVISION 20","","DATE RANGE:  01/01/08 - 12/31/08","","","","","","","0099","","","","","","","0100","","","","","","","0200","","","","","","","0300","","","","","","","0400","","","","","","","0500","","","","","","","0600","","","","","","","0700","","","","","","","0800","","","","","","","5010","","","","","","","5190","","","","","","","5200","","","","","","","5300","","","","","","","5307","","","","","","","6000","","","","","","","6010","","","","","","","6020","","","","","","","6030","","","","","","","6040","","","","","","","6050","","","","","","","9820","","","","","ADJ"
"","","","","","","","","","","","","","PERMITTING","","","","","","","ART DEPARTMENT","","","","","","","FABRICATION","","","","","","","ELECTRICAL","","","","","","","PAINT","","","","","","","VINYL & GRAPHICS","","","","","","","INSTALLATION","","","","","","","SERVICE","","","","","","","TRAVEL","","","","","","","VEHICLE MAINTENANCE","","","","","","","SALES","","","","","","","JANITORIAL","","","","","","","OFFICE","","","","","","","Management Labor","","","","","","","VACATION PAY","","","","","","","PERSONAL/SICK PAY","","","","","","","MISC BENEFIT PAY","","","","","","","EMPLOYEE BONUS","","","","","","","HOLIDAY PAY","","","","","","","INDIRECT SHOP LABOR","","","","","","","Service Labor - Overtime","","","","","Adjust/Transfer"
"WO #","Due Date","Customer #","Customer Name","Job Location","Quote #","Description","Sign Type","Template Code","WO Status","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Act Dollars","","Tot Est Hrs","Tot Act Hrs","Tot Variance","Tot Est Dollars","Tot Act Dollars","Tot Variance"
"SC1467.1","09/26/08","2306","24/7 X-PRESS","",""," Customer called in for service repair. Neon strip underneath sign is not working and pole sign is not coming on. Schedule service to trouble shoot and repair."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","6.000","-6.000","0.00","243.60","-243.60","","0.000","0.500","-0.500","0.00","20.30","-20.30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","6.500","-6.500","0.00","263.90","-263.90"
"1693.1","04/04/08","250","7 FLAGS FITNESS","Clive, IA","3457"," Furnish and install vinyl graphics to exisitng monument sign with the copy in red vinyl ´HEALTH & FITNESS CENTER´ (not replacing logo). Reference DSN #804130C1 (Top version) ","VINYL","","Acct Closed","","","","","","","","","0.500","0.000","0.500","22.50","0.00","22.50","","","","","","","","","","","","","","","","","","","","","","","1.000","2.250","-1.250","45.00","64.85","-19.85","","3.000","0.000","3.000","187.20","0.00","187.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.500","2.250","2.250","254.70","64.85","189.85"
"1694.1","04/16/08","250","7 FLAGS FITNESS","ANKENY, IA","3534"," Furnish and install (1) set ´7 Flags´ logo and ´HEALTH & FITNESS´ channel letters, mounted to raceways, illuminated with LED´s.","CLLIT","","Acct Closed","","","","","","","","","1.000","0.250","0.750","45.00","7.37","37.63","","22.500","28.000","-5.500","1012.44","802.92","209.52","","4.000","5.500","-1.500","179.99","164.60","15.39","","4.000","1.000","3.000","179.98","28.51","151.47","","3.000","6.000","-3.000","134.99","185.85","-50.86","","4.000","21.500","-17.500","464.00","918.78","-454.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.500","62.250","-23.750","2016.40","2108.03","-91.63"
"1694.2","04/16/08","250","7 FLAGS FITNESS","ANKENY, IA","3338"," Furnish and install (1) set illuminated channel letters on raceways, red faces with red LEDs, ´7 FLAGS HEALTH & FITNESS´. Reference Eagle Sign DSN #806030C2.","CLLIT","","Acct Closed","","","","","","","","","1.000","0.250","0.750","45.00","7.37","37.63","","27.000","42.500","-15.500","1214.93","1250.39","-35.46","","8.000","8.250","-0.250","359.98","249.53","110.45","","4.000","1.000","3.000","179.98","28.50","151.48","","","","","","","","","7.000","13.000","-6.000","812.00","547.76","264.24","","0.000","1.000","-1.000","0.00","42.00","-42.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.000","66.000","-19.000","2611.89","2125.55","486.34"
"2035.1","11/12/08","250","7 FLAGS FITNESS","WEST DES MOINES, IA","4777A"," Furnish and install (1) set 16"" channel letters '24","CLLIT","","Acct Closed","","","","","","","","","1.000","0.250","0.750","30.40","7.37","23.03","","34.000","49.000","-15.000","1033.60","1479.75","-446.15","","15.000","4.000","11.000","456.00","129.21","326.79","","1.500","0.000","1.500","45.60","0.00","45.60","","4.000","2.500","1.500","121.60","83.26","38.34","","5.000","0.000","5.000","266.00","0.00","266.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.500","55.750","4.750","1953.20","1699.59","253.61"
"SC1406.1","07/09/08","250","7 FLAGS FITNESS","",""," 'Oval' is not lighting on the west elevation facing Ankeny Blvd. Send service to trouble shoot and repair."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.500","-0.500","0.00","21.00","-21.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.500","-0.500","0.00","21.00","-21.00"
"1906.1","08/11/08","1150","ABC HERRINGTON SIGN & DISPLAY","Urbandale, IA","4291"," Fabricate a 16"" tall x 21' long x .040 pre-painted black aluminum panel.  Route ""SIMPLE  FRESH  AMERICAN DINING"" copy into panel.  Aluminum will be (3) individual pieces due to the overall length.  Any work to assemble or seam the panels will be done by ABC-Herrington Sign.  Panel is to be picked up at Eagle Sign.","OVRLAY","","Acct Closed","","","","","","","","","","","","","","","","5.000","1.750","3.250","152.00","57.00","95.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.000","1.750","3.250","152.00","57.00","95.00"
"1777.1","05/21/08","1390","ACCELERATED REHABILITATION CENTERS, LTD","CLIVE, IA","3914"," Furnish and install (1) S","BANSTK","","Acct Closed","","","","","","","","","0.500","0.000","0.500","15.20","0.00","15.20","","","","","","","","","","","","","","","","0.000","2.000","-2.000","0.00","39.90","-39.90","","1.250","0.750","0.500","38.00","19.73","18.27","","1.000","0.000","1.000","53.20","0.00","53.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.750","2.750","0.000","106.40","59.63","46.77"
"1806.1","06/12/08","1390","ACCELERATED REHABILITATION CENTERS, LTD","CLIVE, IA","3916A"," Remove (4) set's exiting window vinyl graphics. Furnish and install (4) new window vinyl graphics with phone number and website added to the attached DOOR window vinyl rendering. Reference DSN #809150J2 & 809150J2-2","VINYL","","Acct Closed","","","","","","","","","0.500","0.000","0.500","15.20","0.00","15.20","","","","","","","","","","","","","","","","","","","","","","","3.000","10.250","-7.250","91.20","224.62","-133.42","","5.000","7.000","-2.000","266.00","282.10","-16.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.500","17.250","-8.750","372.40","506.72","-134.32"
"1901.1","08/07/08","1390","ACCELERATED REHABILITATION CENTERS, LTD","CLIVE, IA","4102"," Furnish and install (5) running men and (4) reverse cut blue vinyl graphics applied second surface. Reference Dsn #806260J2","VINYL","","Acct Closed","","","","","","","","","1.000","0.000","1.000","30.40","0.00","30.40","","","","","","","","","","","","","","","","","","","","","","","7.000","12.000","-5.000","212.80","400.50","-187.70","","12.000","0.000","12.000","638.40","0.00","638.40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.000","12.000","8.000","881.60","400.50","481.10"
