"02-15-26","","","Eagle Sign Company","DIVISION 20","","DATE RANGE:  01/01/14 - 12/31/14","","","","","","","0099","","","","","","","0100","","","","","","","0200","","","","","","","0300","","","","","","","0400","","","","","","","0500","","","","","","","0600","","","","","","","0700","","","","","","","0800","","","","","","","5010","","","","","","","5190","","","","","","","5200","","","","","","","5300","","","","","","","5307","","","","","","","6000","","","","","","","6010","","","","","","","6020","","","","","","","6030","","","","","","","6040","","","","","","","6050","","","","","","","9820","","","","","ADJ"
"","","","","","","","","","","","","","PERMITTING","","","","","","","ART DEPARTMENT","","","","","","","FABRICATION","","","","","","","ELECTRICAL","","","","","","","PAINT","","","","","","","VINYL & GRAPHICS","","","","","","","INSTALLATION","","","","","","","SERVICE","","","","","","","TRAVEL","","","","","","","VEHICLE MAINTENANCE","","","","","","","SALES","","","","","","","JANITORIAL","","","","","","","OFFICE","","","","","","","Management Labor","","","","","","","VACATION PAY","","","","","","","PERSONAL/SICK PAY","","","","","","","MISC BENEFIT PAY","","","","","","","EMPLOYEE BONUS","","","","","","","HOLIDAY PAY","","","","","","","INDIRECT SHOP LABOR","","","","","","","Service Labor - Overtime","","","","","Adjust/Transfer"
"WO #","Due Date","Customer #","Customer Name","Job Location","Quote #","Description","Sign Type","Template Code","WO Status","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Act Dollars","","Tot Est Hrs","Tot Act Hrs","Tot Variance","Tot Est Dollars","Tot Act Dollars","Tot Variance"
"5906.1","08/22/14","4198","14 FORTY","DES MOINES, IA","16690"," INDOOR PARKING SIGNS  Provide and install (4) identical signs on interior surfaces of parking garage at this location. Signs to be 12"" X 18"" .080"" High Intensity Prismatic Reflective Aluminum. Mounting holes at top","OTHER","","Acct Closed","","","","","","","","","0.250","0.000","0.250","7.96","0.00","7.96","","0.250","0.000","0.250","9.65","0.00","9.65","","","","","","","","","","","","","","","","","","","","","","","1.500","3.000","-1.500","85.80","137.28","-51.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.000","3.000","-1.000","103.41","137.28","-33.87"
"5899.2","08/15/14","4192","1ST CHOICE COURIER & DISTRIBUTION","N. KANSAS CITY, MO","16952"," OUTDOOR GRAPHIC PANELS  fabricate (7) 3´ X 3´, Double sided sign panels of white 10mm Coroplast with digitally printed logo graphic and web site www.1stchoicecourier.com (reversed out of orange band at bottom). Customer to pick-up at Eagle shop. Tax is extra. No holes to be drilled--will be drilled by customer as needed. We recommend large washers be used for mounting this material to posts.  ","OTHER","","Acct Closed","","","","","","","","","0.500","0.750","-0.250","15.92","26.79","-10.87","","1.500","1.500","0.000","57.90","54.29","3.61","","","","","","","","","","","","","","","","3.000","5.500","-2.500","115.80","199.06","-83.26","","0.500","0.000","0.500","28.60","0.00","28.60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.500","7.750","-2.250","218.22","280.14","-61.92"
"5415.1","02/27/14","3390","2 FOR U DAYCARE","ANKENY, IA","15472"," fabricate and install vinyl on existing non-illuminated face. digital print logo; existing face is 36""x54"". At install, remove existing vinyl and clean face; permit fees and taxes to be added to final invoice; price assumes temperature is at least 40 degrees for vinyl removal","VINYL","","Acct Closed","","","","","","","","","0.500","1.750","-1.250","15.92","60.80","-44.88","","","","","","","","","","","","","","","","","","","","","","","1.000","0.500","0.500","38.60","17.62","20.98","","2.000","4.250","-2.250","114.40","201.29","-86.89","","","","","","","","","1.000","0.000","1.000","34.55","0.00","34.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.500","6.500","-2.000","203.47","279.71","-76.24"
"6101.1","10/20/14","4270","7TH STREET BROWNSTONES","DES MOINES, IA","17460"," NO PARKING SIGNS  Provide and install (2) NO PARKING","OTHER","","Acct Closed","","","","","","","","","0.250","0.000","0.250","7.96","0.00","7.96","","0.250","0.000","0.250","9.65","0.00","9.65","","","","","","","","","","","","","","","","","","","","","","","2.000","2.000","0.000","114.40","94.38","20.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.500","2.000","0.500","132.01","94.38","37.63"
"6180.2","12/15/14","4270","7TH STREET BROWNSTONES","DES MOINES, IA","17903"," QTY 8 -- STANDARD NO PARKING SIGNS Provide and install (2) 18""x12"" NO PARKING sign panels onto second side of existing posts, and (6) new 18""x12"" NO PARKING signs on (3) new green U-channel posts (two signs per post), installed into grass area at 5´4"" above grade, 42"" deep at this location. Signs to have red","OTHER","","Acct Closed","","","","","","","","","0.250","0.000","0.250","7.96","0.00","7.96","","0.500","0.000","0.500","19.30","0.00","19.30","","","","","","","","","","","","","","","","","","","","","","","4.500","4.000","0.500","257.40","187.33","70.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.250","4.000","1.250","284.66","187.33","97.33"
"5729.1","06/11/14","4129","A-D DISTRIBUTING CO.","",""," Crane and one man to lift flag pole.  ( Tony from A-D Distribution and another person will be on site to assist.) "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.500","-2.500","0.00","113.51","-113.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.500","-2.500","0.00","113.51","-113.51"
"5377.1","01/29/14","3664","A1 CABINETS","DES MOINES, IA","15360"," WINDOW GRAPHICS Provide and install red cut-vinyl graphics in the left window of each pair windows at this location. Per customer, windows are 66” high x 66” wide. One to read ""Granite: $10 Off per Sq Ft! (REGULAR PRICED GRANITE)"", The other to read ""FREE Stainless Steel Sink with Qualifying Purchase"". Graphics to be applied to inside of windows where permits are not required.","VINYL","","Acct Closed","","","","","","","","","0.500","0.500","0.000","15.92","17.37","-1.45","","","","","","","","","","","","","","","","","","","","","","","1.000","1.000","0.000","38.60","34.99","3.61","","1.000","3.750","-2.750","57.20","164.11","-106.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.500","5.250","-2.750","111.72","216.47","-104.75"
"5424.1","02/04/14","3664","A1 CABINETS","DES MOINES, IA","15482"," Fabricate (1) 3´X8´ printed banner for use in Home Show. Layout to include A1 Cabinets & Granite logo, Address (710 E. Army Post Rd. Des Moines, IA), phone number (515)285-2222 and web site www.a1dmkitchen.com. NO installation included. Customer to pick up.","PRNGRA","","Acct Closed","","","","","","","","","0.000","0.750","-0.750","0.00","26.06","-26.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.750","-0.750","0.00","26.06","-26.06"
"SC3594.1","09/09/14","3664","A1 CABINETS","",""," SERVICE--Teri called to say their pole sign used to light fine but is completely out and they need us to service it ASAP. They had an electrician come look at it today and they confirmed there is power to the sign. Service to get to 100% lighting as soon as possible. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","70.79","-70.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","70.79","-70.79"
"6246.1","12/02/14","2548","AAFES ACCOUNTS PAYABLE","DALLAS, TX","18087"," - (1) Sloan 24 volt power supply, part # 701895-24c","OTHER","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
