"15 FEB 2026","18:20:33","","","GROSS MARGIN BY SALESPERSON",
"","","","","PERIOD: 01/01/14 through 12/31/14",

"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State",

"6261","12/12/14","ALUM","2906","AMERICAN MARKING","41.95","24.09","17.86","42.57","","","","","","","","DEFAULT","AMERICAN MARKING","DES MOINES","IA",
"","","ALUM","","Product Totals","41.95","24.09","17.86","42.57","0.00","",

"5613","05/14/14","AWNING","4087","KURT KORTE","337.00","170.25","166.75","49.48","","","","","","","","DEFAULT","KURT KORTE","WEST DES MOINES","IA",
"","","AWNING","","Product Totals","337.00","170.25","166.75","49.48","0.00","",

"5847","07/14/14","CHANNL","3244","NEON SPECIALTIES","15.40","8.80","6.60","42.86","","","","","","","","DEFAULT","NEON SPECIALTIES","DES MOINES","IA",
"","","CHANNL","","Product Totals","15.40","8.80","6.60","42.86","0.00","",

"5494","03/17/14","MISC","2906","AMERICAN MARKING","71.65","23.80","47.85","66.78","","","","","","","","DEFAULT","AMERICAN MARKING","DES MOINES","IA",
"5536","03/21/14","MISC","3244","NEON SPECIALTIES","13.20","8.80","4.40","33.33","","","","","","","","DEFAULT","NEON SPECIALTIES","DES MOINES","IA",
"5548","03/27/14","MISC","4062","STICKLEY ELECTRIC","245.00","107.00","138.00","56.33","11.36","","","","","","","DEFAULT","STICKLEY ELECTRIC","MAQUOKETA","IA",
"5595","04/21/14","MISC","3244","NEON SPECIALTIES","8.50","6.00","2.50","29.41","","","","","","","","DEFAULT","NEON SPECIALTIES","DES MOINES","IA",
"5643","05/07/14","MISC","3431","BRADY FLINK","0.00","51.43","-51.43","","","","","","","","","DEFAULT","BRADY FLINK","WEST DES MOINES","IA",
"5647","05/07/14","MISC","4062","STICKLEY ELECTRIC","61.25","26.75","34.50","56.33","11.17","","","","","","","DEFAULT","STICKLEY ELECTRIC","MAQUOKETA","IA",
"5661","05/20/14","MISC","4108","ROBISON ELECTRIC","115.00","57.50","57.50","50.00","","","","","","","","DEFAULT","ROBISON ELECTRIC","DES MOINES","IA",
"5760","06/17/14","MISC","4136","RICHARDS OIL CO.","8.82","5.04","3.78","42.86","","","","","","","","DEFAULT","RICHARDS OIL CO.","HUMMASTON","IA",
"5760","06/17/14","MISC","4136","RICHARDS OIL CO.","8.00","4.16","3.84","48.00","","","","","","","","DEFAULT","RICHARDS OIL CO.","HUMMASTON","IA",
"5760","06/17/14","MISC","4136","RICHARDS OIL CO.","26.30","15.03","11.27","42.85","","","","","","","","DEFAULT","RICHARDS OIL CO.","HUMMASTON","IA",
"5799","06/23/14","MISC","4151","JODI BREMEL","24.73","6.40","18.33","74.12","","","","","","","","DEFAULT","SUBWAY","WEST DES MOINES","IA",
"5802","06/28/14","MISC","4152","CRAIG STEPANEK","155.00","141.69","13.31","8.59","","","","","","","","DEFAULT","CRAIG STEPANEK","VINTON","IA",
"5888","07/30/14","MISC","9912","GARY NORGARD","107.72","57.30","50.42","46.81","","","","","","","","DEFAULT","GARY NORGARD","ALTOONA","IA",
"5950","11/12/14","MISC","4082","CENTRAL BANK","529.39","184.91","344.48","65.07","","","","","","","","DEFAULT","CENTRAL BANK","DES MOINES","IA",
"5950","11/12/14","MISC","4082","CENTRAL BANK","210.72","0.00","210.72","100.00","","","","","","","","DEFAULT","CENTRAL BANK","DES MOINES","IA",
"5991","10/17/14","MISC","4220","N. GLANTZ & SONS","0.00","0.00","0.00","","","","","","","","","DEFAULT","N. GLANTZ & SONS","KANSAS CITY","MO",
"6007","08/29/14","MISC","3016","NW TRAILER","78.40","65.80","12.60","16.07","","","","","","","","DEFAULT","NW TRAILER","ADEL","IA",
"6038","09/08/14","MISC","3016","NW TRAILER","93.40","44.80","48.60","52.03","","","","","","","","DEFAULT","NW TRAILER","ADEL","IA",
"6052","09/10/14","MISC","4238","CITY WIDE HEATING & AIRCONDITIONING","4.00","1.13","2.87","71.75","","","","","","","","DEFAULT","CITY WIDE HEATING & AIRCONDITIONING","WINDSOR HEIGHTS","IA",
"6097","09/29/14","MISC","4268","GRITTER'S ELECTRIC","217.30","108.65","108.65","50.00","14.46","","","","","","","DEFAULT","GRITTER´S ELECTRIC","PELLA","IA",
"6141","10/14/14","MISC","4294","ALLIED CONSTRUCTION SERVICES  INC.","396.97","204.03","192.94","48.60","","","","","","","","DEFAULT","ALLIED CONSTRUCTION SERVICES, INC.","DES MOINES,","IA",
"6149","10/15/14","MISC","4301","MICHAEL PIPER","0.00","39.45","-39.45","","","","","","","","","DEFAULT","MICHAEL PIPER","DES MOINES","IA",
"6160","10/21/14","MISC","4294","ALLIED CONSTRUCTION SERVICES  INC.","265.47","136.63","128.84","48.53","","","","","","","","DEFAULT","ALLIED CONSTRUCTION SERVICES, INC.","DES MOINES,","IA",
"6161","10/21/14","MISC","4305","CLAUDE NEON FEDERAL SIGNS","197.49","157.99","39.50","20.00","","","","","","","","DEFAULT","CLAUDE NEON FEDERAL SIGNS","TULSA","OK",
"6173","10/28/14","MISC","2906","AMERICAN MARKING","25.00","14.00","11.00","44.00","","","","","","","","DEFAULT","AMERICAN MARKING","DES MOINES","IA",
"6185","10/30/14","MISC","4313","STERLING PETERSEN","25.00","3.20","21.80","87.20","","","","","","","","DEFAULT","STERLING PETERSEN","Des Moines","IA",
"6249","11/25/14","MISC","4294","ALLIED CONSTRUCTION SERVICES  INC.","266.63","146.15","120.48","45.19","","","","","","","","DEFAULT","ALLIED CONSTRUCTION SERVICES, INC.","DES MOINES,","IA",
"6281","12/12/14","MISC","4108","ROBISON ELECTRIC","108.49","57.50","50.99","47.00","","","","","","","","DEFAULT","ROBINSON ELECTRIC","DES MOINES","IA",
"","","MISC","","Product Totals","3263.43","1675.14","1588.29","48.67","36.99","",

"5947","08/19/14","NEON","2298","KRUCK PLUMBING & HEATING CO.  INC.","100.00","50.00","50.00","50.00","","","","","","","","DEFAULT","KRUCK PLUMBING & HEATING CO., INC.","BOONE","IA",
"6048","09/30/14","NEON","4233","ALEX PARADISE","130.00","65.00","65.00","50.00","","","","","","","","DEFAULT","ALEX PARADISE","WEST DES MOINES","IA",
"6104","10/02/14","NEON","4272","DAVID MCCOY","120.00","60.00","60.00","50.00","","","","","","","","DEFAULT","DAVID MCCOY","DES MOINES","IA",
"","","NEON","","Product Totals","350.00","175.00","175.00","50.00","0.00","",

"5384","01/14/14","PRMT","3153","LEDERMAN BAIL BONDS","420.00","0.00","420.00","100.00","","","","","","","","DEFAULT","LEDERMAN BAIL BONDS","DES MOINES","IA",
"","","PRMT","","Product Totals","420.00","0.00","420.00","100.00","0.00","",

"5826","07/23/14","PYLON","2961","MIDWEST MOTOR EXPRESS  INC.","382.06","844.57","-462.51","-121.06","","","","","","","","DEFAULT","MIDWEST MOTOR EXPRESS, INC.","BISMARCK","ND",
"5826","07/23/14","PYLON","2961","MIDWEST MOTOR EXPRESS  INC.","481.70","144.76","336.94","69.95","","","","","","","","DEFAULT","MIDWEST MOTOR EXPRESS, INC.","BISMARCK","ND",
"5826","07/23/14","PYLON","2961","MIDWEST MOTOR EXPRESS  INC.","376.55","240.00","136.55","36.26","","","","","","","","DEFAULT","MIDWEST MOTOR EXPRESS, INC.","BISMARCK","ND",
"","","PYLON","","Product Totals","1240.31","1229.33","10.98","0.89","0.00","",

"5950","11/12/14","SRVCE","4082","CENTRAL BANK","231.40","80.70","150.70","65.13","","","","","","","","DEFAULT","CENTRAL BANK","DES MOINES","IA",
"SC3223","05/14/14","SRVCE","3941","CHERRYBERRY","0.00","0.00","0.00","","","","","","","","","DEFAULT","CHERRYBERRY","NORWALK","IA",
"SC3298","01/22/14","SRVCE","35250","DES MOINES INTERNATIONAL AIRPO","0.00","221.69","-221.69","","","","","","","","","DEFAULT","DES MOINES INTERNATIONAL AIRPO","Des Moines","IA",
"SC3300","01/28/14","SRVCE","4001","ACCOUNTING ASSOCIATES","0.00","44.36","-44.36","","","","","","","","","DEFAULT","ACCOUNTING ASSOCIATES","DES MOINES","IA",
"SC3375","03/17/14","SRVCE","35250","DES MOINES INTERNATIONAL AIRPO","0.00","66.52","-66.52","","","","","","","","","DEFAULT","DES MOINES INTERNATIONAL AIRPO","Des Moines","IA",
