"02-15-26","","","Eagle Sign Company","DIVISION 20","","DATE RANGE:  01/01/07 - 12/31/07","","","","","","","0099","","","","","","","0100","","","","","","","0200","","","","","","","0300","","","","","","","0400","","","","","","","0500","","","","","","","0600","","","","","","","0700","","","","","","","0800","","","","","","","5010","","","","","","","5190","","","","","","","5200","","","","","","","5300","","","","","","","5307","","","","","","","6000","","","","","","","6010","","","","","","","6020","","","","","","","6030","","","","","","","6040","","","","","","","6050","","","","","","","9820","","","","","ADJ"
"","","","","","","","","","","","","","PERMITTING","","","","","","","ART DEPARTMENT","","","","","","","FABRICATION","","","","","","","ELECTRICAL","","","","","","","PAINT","","","","","","","VINYL & GRAPHICS","","","","","","","INSTALLATION","","","","","","","SERVICE","","","","","","","TRAVEL","","","","","","","VEHICLE MAINTENANCE","","","","","","","SALES","","","","","","","JANITORIAL","","","","","","","OFFICE","","","","","","","Management Labor","","","","","","","VACATION PAY","","","","","","","PERSONAL/SICK PAY","","","","","","","MISC BENEFIT PAY","","","","","","","EMPLOYEE BONUS","","","","","","","HOLIDAY PAY","","","","","","","INDIRECT SHOP LABOR","","","","","","","Service Labor - Overtime","","","","","Adjust/Transfer"
"WO #","Due Date","Customer #","Customer Name","Job Location","Quote #","Description","Sign Type","Template Code","WO Status","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Act Dollars","","Tot Est Hrs","Tot Act Hrs","Tot Variance","Tot Est Dollars","Tot Act Dollars","Tot Variance"
"1439.4","11/30/07","2306","24/7 X-PRESS","DES MOINES, IA","2451"," Furnish and install (2) replacement panformed faces 60 1","POLLIT","","Acct Closed","","","","","","","","","1.000","1.000","0.000","42.45","30.46","11.99","","3.000","1.500","1.500","157.35","64.21","93.14","","","","","","","","","","","","","","","","4.000","3.750","0.250","169.80","156.91","12.89","","2.000","3.000","-1.000","163.20","182.40","-19.20","","0.000","1.000","-1.000","0.00","60.80","-60.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.000","10.250","-0.250","532.80","494.78","38.02"
"1471.1","12/16/07","2306","24/7 X-PRESS","DES MOINES, IA","2589"," Furnish and install to existing poles (6) parking lot signs 18"" x 12"" using .080 aluminum, radius corners, painted white with vinyl graphics. Reference DSN #703111C1","OTHER","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.000","4.750","-2.750","84.00","137.79","-53.79","","2.000","1.500","0.500","108.80","72.00","36.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.000","6.250","-2.250","192.80","209.79","-16.99"
"62193.1","05/10/07","200","5 & DINER RESTAURANTS","",""," Fabricate (1) set 24"" L.E.D. channel letters"," ","","Acct Closed","","","","","","","","","","","","","","","","0.000","21.500","-21.500","0.00","861.66","-861.66","","","","","","","","","","","","","","","","0.000","0.250","-0.250","0.00","7.61","-7.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","21.750","-21.750","0.00","869.27","-869.27"
"62193.2","05/10/07","200","5 & DINER RESTAURANTS","",""," Nagle Signs, Marshalltown, to install"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"SC1205.1","12/02/07","200","5 & DINER RESTAURANTS","",""," Repair ""G"" that is dark at the top, looks like LEDÇs came loose from back."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","91.20","-91.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","91.20","-91.20"
"SC1064.1","06/29/07","2220","5 STAR MUFFLER","",""," Sign lighting has not worked in years.  Also, retainer has come loose and needs re-attached. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.750","-3.750","0.00","150.02","-150.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.750","-3.750","0.00","150.02","-150.02"
"1452.1","11/30/07","250","7 FLAGS FITNESS","Des Moines, IA","2450"," Furnish and install (1) set 18"" Ç24","CLLIT","","Acct Closed","","","","","","","","","1.000","0.000","1.000","42.45","0.00","42.45","","13.000","26.000","-13.000","551.85","966.93","-415.08","","6.250","5.500","0.750","265.31","235.28","30.03","","3.250","2.000","1.250","137.96","64.52","73.44","","1.500","0.000","1.500","63.68","0.00","63.68","","4.000","0.000","4.000","435.20","0.00","435.20","","0.000","3.000","-3.000","0.00","144.00","-144.00","","2.000","0.000","2.000","96.22","0.00","96.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.000","36.500","-5.500","1592.67","1410.73","181.94"
"1452.2","12/14/07","250","7 FLAGS FITNESS","Des Moines, IA","2569"," Furnish and install (1) interior neon sign using a bracket system for mounting in window with a pull chain transformer. Reference Eagle Sign drawing #601221C1.","NEON","","Acct Closed","","","","","","","","","1.000","0.000","1.000","42.45","0.00","42.45","","4.000","1.250","2.750","169.80","58.38","111.42","","9.000","7.000","2.000","382.05","301.29","80.76","","0.000","1.500","-1.500","0.00","48.39","-48.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.000","9.750","4.250","594.30","408.06","186.24"
"SC1231.1","12/27/07","2333","ACCOUNTING & TAX PROFESSIONALS","",""," Survey channel letter sign not lighting properly, very dim, customer would like fixed but wants some idea of cost prior to going ahead, call on cell phone 515-779-8245 Jim McClaflin to assure he will be at store, See Perry before going to customer."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"62094.1","06/08/07","1800","ACME ELECTRIC","",""," Fabricate (1) set 42"" ""ACME TOOLS"" channel letters per JLG Architects drawing. West elevation."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
