"02-15-26","","","Eagle Sign Company","DIVISION 20","","DATE RANGE:  01/01/19 - 12/31/19","","","","","","","0099","","","","","","","0100","","","","","","","0200","","","","","","","0300","","","","","","","0400","","","","","","","0500","","","","","","","0600","","","","","","","0700","","","","","","","0800","","","","","","","5010","","","","","","","5190","","","","","","","5200","","","","","","","5300","","","","","","","5307","","","","","","","6000","","","","","","","6010","","","","","","","6020","","","","","","","6030","","","","","","","6040","","","","","","","6050","","","","","","","9820","","","","","ADJ"
"","","","","","","","","","","","","","PERMITTING","","","","","","","ART DEPARTMENT","","","","","","","FABRICATION","","","","","","","ELECTRICAL","","","","","","","PAINT","","","","","","","VINYL & GRAPHICS","","","","","","","INSTALLATION","","","","","","","SERVICE","","","","","","","TRAVEL","","","","","","","VEHICLE MAINTENANCE","","","","","","","SALES","","","","","","","JANITORIAL","","","","","","","OFFICE","","","","","","","Management Labor","","","","","","","VACATION PAY","","","","","","","PERSONAL/SICK PAY","","","","","","","MISC BENEFIT PAY","","","","","","","EMPLOYEE BONUS","","","","","","","HOLIDAY PAY","","","","","","","INDIRECT SHOP LABOR","","","","","","","Service Labor - Overtime","","","","","Adjust/Transfer"
"WO #","Due Date","Customer #","Customer Name","Job Location","Quote #","Description","Sign Type","Template Code","WO Status","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Act Dollars","","Tot Est Hrs","Tot Act Hrs","Tot Variance","Tot Est Dollars","Tot Act Dollars","Tot Variance"
"8949.5","01/10/19","5412","1908 DRAUGHT HOUSE","NORWALK, IA","26598"," Furnish and install flush mounted LED illuminated logo building sign to the north elevation. Power to sign by others. Use Tax included.","CLLIT","CL-REMOTE","Acct Closed","","0.000","1.500","-1.500","0.00","58.63","-58.63","","0.000","0.500","-0.500","0.00","19.30","-19.30","","15.500","12.000","3.500","658.13","391.49","266.64","","3.000","1.250","1.750","127.38","36.19","91.19","","","","","","","","","7.250","1.750","5.500","307.84","66.10","241.74","","5.250","6.000","-0.750","456.85","278.86","177.99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.000","23.000","8.000","1550.20","850.57","699.63"
"SC5808.1","06/25/19","5412","1908 DRAUGHT HOUSE","",""," Customer is reporting that the monument sign is not illuminating. Owner has asked Eagle to coordinate a service call with the electrician. Please contact Mike Jenson with Jenson Electric 515-314-7445 to make arrangements to meet on site. NOTE: Mike Jenson will not be available until after Wednesday June 26th."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.250","-2.250","0.00","120.67","-120.67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.250","-2.250","0.00","120.67","-120.67"
"9168.1","05/21/19","5505","21ST CENTURY REHAB","INDIANOLA, IA","27351"," Fabricate and Install New Face with Logo. Digitally printed graphics to match brand colors.","BLDILL","","Acct Closed","","","","","","","","","1.000","0.500","0.500","42.46","19.78","22.68","","1.000","0.750","0.250","42.46","28.97","13.49","","","","","","","","","","","","","","","","6.000","0.750","5.250","254.76","28.95","225.81","","4.000","1.250","2.750","227.80","69.73","158.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.000","3.250","8.750","567.48","147.43","420.05"
"9221.1","07/01/19","5507","21ST CENTURY REHAB","BOONE, IA","27498"," Fabricate and Install using Logo - Illuminated channel letters - raceway mounted - West Elevation","CLLIT","CL-RACEWAY","Acct Closed","","0.000","0.500","-0.500","0.00","20.27","-20.27","","1.000","0.750","0.250","42.46","27.02","15.44","","40.000","58.500","-18.500","1698.40","2021.23","-322.83","","5.000","11.000","-6.000","212.30","318.47","-106.17","","3.000","5.750","-2.750","127.38","205.57","-78.19","","9.000","11.750","-2.750","382.14","447.27","-65.13","","5.000","12.500","-7.500","457.10","609.61","-152.51","","0.000","0.500","-0.500","0.00","21.45","-21.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.000","101.250","-38.250","2919.78","3670.89","-751.11"
"9221.2","07/01/19","5507","21ST CENTURY REHAB","BOONE, IA","27501"," Furnish and Install Logo Print onto Existing Tenant Panel - VO 16"" H X 45 1","VINYL","","Acct Closed","","","","","","","","","0.500","0.250","0.250","21.23","9.90","11.33","","0.000","1.500","-1.500","0.00","64.42","-64.42","","","","","","","","","","","","","","","","3.000","1.000","2.000","127.38","38.60","88.78","","2.830","0.000","2.830","161.21","0.00","161.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.330","2.750","3.580","309.82","112.92","196.90"
"9221.3","07/01/19","5507","21ST CENTURY REHAB","BOONE, IA","27546"," Staff time for the procurement of permitting - NOTE: Permit cost will be on Final Invoie","BLDILL","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"SC5682.1","02/08/19","5429","3 SON'S CAR WASH","",""," Customer brought in a retainer for his sign that was hit and bent.  Fab a new piece of retainer.   Call him when it is done tomorrow.  515 229 1084"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.00"
"9386.1","09/15/19","5547","50TH STREET TAP","WEST DES MOINES, IA","28222A"," Fabricate and Install 6´ H Illuminated SF building sign with Push Thru Acrylic Lettering and vinyl overlay","BLDILL","","Acct Closed","","","","","","","","","1.000","0.250","0.750","42.46","9.90","32.56","","34.750","20.250","14.500","1475.49","645.97","829.52","","4.000","1.000","3.000","169.84","35.22","134.62","","7.000","5.000","2.000","297.22","188.19","109.03","","6.500","10.000","-3.500","275.99","384.08","-108.09","","6.000","5.500","0.500","514.30","317.12","197.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.250","42.000","17.250","2775.30","1580.48","1194.82"
"9386.2","10/19/19","5547","50TH STREET TAP","WEST DES MOINES, IA","28387"," Remove and Dispose existing ""TACO HANGOVER"" sign above front entrance. NOTE: no patching","BLDILL","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.500","2.500","3.000","285.69","148.03","137.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.500","2.500","3.000","285.69","148.03","137.66"
"9386.3","10/19/19","5547","50TH STREET TAP","WEST DES MOINES, IA","28388"," Furnish and Install Banner - ""50th St. Tap"" above front entrance - 4´ H X 10´ W with digital print and grommets ","BANPRN","","Acct Closed","","","","","","","","","0.500","0.500","0.000","21.23","19.78","1.45","","1.000","0.000","1.000","42.46","0.00","42.46","","","","","","","","","","","","","","","","","","","","","","","1.000","2.000","-1.000","114.40","119.41","-5.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.500","2.500","0.000","178.09","139.19","38.90"
"9386.4","10/19/19","5547","50TH STREET TAP","WEST DES MOINES, IA","28320"," Staff time for the procurement of permitting - NOTE: Permit cost will be on Final Invoice","BLDILL","","Acct Closed","","0.000","1.750","-1.750","0.00","70.93","-70.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.750","-1.750","0.00","70.93","-70.93"
"9383.1","09/10/19","5546","9TH STREET, LLC","DES MOINES, IA","28348"," Temporarily remove from the east","GEMINI","","Acct Closed","","","","","","","","","","","","","","","","0.000","6.750","-6.750","0.00","260.55","-260.55","","","","","","","","","","","","","","","","","","","","","","","9.000","13.500","-4.500","514.30","662.33","-148.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.000","20.250","-11.250","514.30","922.88","-408.58"
"9383.2","09/20/19","5546","9TH STREET, LLC","",""," Cut file for O#2041533"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","49.47","-49.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","49.47","-49.47"
"8985.1","01/02/19","4617","A+ COMMUNICATIONS & SECURITY","",""," Furnish and install identical fleet vehicle vinyl graphics as previously done. Cut week and mask in black vinyl for first surface application the numbers 633 in both 2"" and 3"" sizes. Customer will deliver van to Eagle shop and pick up when completed. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","8.250","-8.250","0.00","307.61","-307.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","8.250","-8.250","0.00","307.61","-307.61"
"9059.1","02/28/19","4617","A+ COMMUNICATIONS & SECURITY","",""," Furnish and install identical fleet vehicle vinyl graphics as previously done. Cut week and mask in black vinyl for first surface application the numbers 601 in both 2"" and 3"" sizes. Customer will deliver van to Eagle shop and pick up when completed. Bill  customer $966.76 plus tax. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","9.500","-9.500","0.00","354.02","-354.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","9.500","-9.500","0.00","354.02","-354.02"
"9288.1","07/17/19","4617","A+ COMMUNICATIONS & SECURITY","",""," Furnish and install identical fleet vehicle vinyl graphics as previously done. Customer will deliver van to Eagle shop and pick up when completed. "," ","","Acct Closed","","","","","","","","","","","","","","","","0.000","0.500","-0.500","0.00","19.30","-19.30","","","","","","","","","","","","","","","","0.000","7.250","-7.250","0.00","280.58","-280.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","7.750","-7.750","0.00","299.88","-299.88"
"9446.1","10/25/19","4617","A+ COMMUNICATIONS & SECURITY","",""," Furnish and install identical fleet vehicle vinyl graphics as previously done. Customer will deliver 2 vans to Eagle shop the week of October 20th and pick up when completed. Bill  customer $966.76 per van plus tax.  Cut weed and mask in black vinyl for first surface application the numbers 602, 608, 624 and 632 in both 2"" and 3"" sizes. Bill customer T&M for these items."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","15.000","-15.000","0.00","580.22","-580.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","15.000","-15.000","0.00","580.22","-580.22"
"SC5963.1","11/06/19","4617","A+ COMMUNICATIONS & SECURITY","",""," Furnish and apply new letter ""N"" and new letter ""Y"" vinyl copy.   Warranty, no charge. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.500","-0.500","0.00","19.55","-19.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.500","-0.500","0.00","19.55","-19.55"
"9241.1","06/21/19","4129","A-D DISTRIBUTING CO.","",""," Assist Tony in adding solar lights with new gold balls to top of poles.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","80.45","-80.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","80.45","-80.45"
"9242.1","06/21/19","4129","A-D DISTRIBUTING CO.","",""," Assist Tony with: Re-roping flag pols, replace trucks & gold balls... etc.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.500","-2.500","0.00","134.08","-134.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.500","-2.500","0.00","134.08","-134.08"
"9243.1","06/21/19","4129","A-D DISTRIBUTING CO.","",""," Assist Tony with Re-Roping flag pole. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.500","-0.500","0.00","26.83","-26.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.500","-0.500","0.00","26.83","-26.83"
"9505.1","11/20/19","4129","A-D DISTRIBUTING CO.","",""," Assist Tony in repairing a flag pole.  Re cable Iowa Flagpole on the west side of the State Capitol, the south flag pole.  Let Tony know when you can help him next week.  515 288 3365"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.250","-2.250","0.00","120.66","-120.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.250","-2.250","0.00","120.66","-120.66"
