"02-15-26","","","Eagle Sign Company","DIVISION 20","","DATE RANGE:  01/01/23 - 12/31/23","","","","","","","0099","","","","","","","0100","","","","","","","0200","","","","","","","0300","","","","","","","0400","","","","","","","0500","","","","","","","0600","","","","","","","0700","","","","","","","0800","","","","","","","5010","","","","","","","5190","","","","","","","5200","","","","","","","5300","","","","","","","5307","","","","","","","6000","","","","","","","6010","","","","","","","6020","","","","","","","6030","","","","","","","6040","","","","","","","6050","","","","","","","9820","","","","","ADJ"
"","","","","","","","","","","","","","PERMITTING","","","","","","","ART DEPARTMENT","","","","","","","FABRICATION","","","","","","","ELECTRICAL","","","","","","","PAINT","","","","","","","VINYL & GRAPHICS","","","","","","","INSTALLATION","","","","","","","SERVICE","","","","","","","TRAVEL","","","","","","","VEHICLE MAINTENANCE","","","","","","","SALES","","","","","","","JANITORIAL","","","","","","","OFFICE","","","","","","","Management Labor","","","","","","","VACATION PAY","","","","","","","PERSONAL/SICK PAY","","","","","","","MISC BENEFIT PAY","","","","","","","EMPLOYEE BONUS","","","","","","","HOLIDAY PAY","","","","","","","INDIRECT SHOP LABOR","","","","","","","Service Labor - Overtime","","","","","Adjust/Transfer"
"WO #","Due Date","Customer #","Customer Name","Job Location","Quote #","Description","Sign Type","Template Code","WO Status","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Act Dollars","","Tot Est Hrs","Tot Act Hrs","Tot Variance","Tot Est Dollars","Tot Act Dollars","Tot Variance"
"SC7502.1","02/10/23","5187","1908 DRAUGHT HOUSE","",""," Customer is reporting that their monument sign is not illuminating. Please send service to trouble shoot and repair. Customer contact is Lucas 515-992-9999. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.500","-2.500","0.00","160.88","-160.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.500","-2.500","0.00","160.88","-160.88"
"SC7539.1","03/17/23","4129","A-D DISTRIBUTING CO.","",""," Assist with RE-Cabeling internal Halyard pole, aproximately 35-40 tall at DMACC Ankeny Campus.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","64.35","-64.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","64.35","-64.35"
"SC7553.1","03/31/23","4129","A-D DISTRIBUTING CO.","",""," Repair Flag Pole at dealership.  Need to rent 85' JLG lift. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.000","-3.000","0.00","193.05","-193.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.000","-3.000","0.00","193.05","-193.05"
"SC7571.1","04/12/23","4129","A-D DISTRIBUTING CO.","",""," Tony would like your assistance in replacing flag pole parts on (3) flag poles at Equitrust.    Regular Service truck should be high enough.  All 3 poles are under 30 feet.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.000","-2.000","0.00","128.70","-128.70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.000","-2.000","0.00","128.70","-128.70"
"SC7611.1","05/04/23","4129","A-D DISTRIBUTING CO.","",""," Provide assistance with putting a new truck on top of a short heavy duty external Halyard pole 20-25 foot tall, so either boom will work.   May need a cap and re-rope.   Parts are ready to go.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","96.53","-96.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","96.53","-96.53"
"SC7612.1","05/04/23","4129","A-D DISTRIBUTING CO.","",""," Assist Tony installing pole. ( Lift pole into foundation ) 20'Commercial flagpole in Urbandale.  Flag Pole will be here in a few days.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.750","-3.750","0.00","241.33","-241.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.750","-3.750","0.00","241.33","-241.33"
"SC7613.1","05/05/23","4129","A-D DISTRIBUTING CO.","",""," Assist Tony with re-cabling flag pole. This will require a boom truck with a longer reach.  Pole is 45 to 50 feet but can get right up next to it.    All parts are ready to go.   "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","96.53","-96.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","96.53","-96.53"
"SC7653.1","06/08/23","4129","A-D DISTRIBUTING CO.","",""," Put the ball back on top of the flag pole. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","64.35","-64.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","64.35","-64.35"
"SC7747.1","09/01/23","4129","A-D DISTRIBUTING CO.","",""," Tony needs some assistance on a flagpole,  20 ft.  internal  roped pole.  Perhaps next week.???? "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.750","-0.750","0.00","48.28","-48.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.750","-0.750","0.00","48.28","-48.28"
"SC7869.1","12/20/23","4129","A-D DISTRIBUTING CO.","",""," Repair Flag Pole across the Street from Tony's building. Appr. 45' Tall. Access from street. It's about 10-12 FT away. Replace cabling. Please see Tony for parts. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.250","-2.250","0.00","154.44","-154.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.250","-2.250","0.00","154.44","-154.44"
