"02-15-26","","","Eagle Sign Company","DIVISION 20","","DATE RANGE:  01/01/22 - 12/31/22","","","","","","","0099","","","","","","","0100","","","","","","","0200","","","","","","","0300","","","","","","","0400","","","","","","","0500","","","","","","","0600","","","","","","","0700","","","","","","","0800","","","","","","","5010","","","","","","","5190","","","","","","","5200","","","","","","","5300","","","","","","","5307","","","","","","","6000","","","","","","","6010","","","","","","","6020","","","","","","","6030","","","","","","","6040","","","","","","","6050","","","","","","","9820","","","","","ADJ"
"","","","","","","","","","","","","","PERMITTING","","","","","","","ART DEPARTMENT","","","","","","","FABRICATION","","","","","","","ELECTRICAL","","","","","","","PAINT","","","","","","","VINYL & GRAPHICS","","","","","","","INSTALLATION","","","","","","","SERVICE","","","","","","","TRAVEL","","","","","","","VEHICLE MAINTENANCE","","","","","","","SALES","","","","","","","JANITORIAL","","","","","","","OFFICE","","","","","","","Management Labor","","","","","","","VACATION PAY","","","","","","","PERSONAL/SICK PAY","","","","","","","MISC BENEFIT PAY","","","","","","","EMPLOYEE BONUS","","","","","","","HOLIDAY PAY","","","","","","","INDIRECT SHOP LABOR","","","","","","","Service Labor - Overtime","","","","","Adjust/Transfer"
"WO #","Due Date","Customer #","Customer Name","Job Location","Quote #","Description","Sign Type","Template Code","WO Status","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Est Hrs","Act Hrs","Variance","Est Dollars","Act Dollars","Variance","","Act Dollars","","Tot Est Hrs","Tot Act Hrs","Tot Variance","Tot Est Dollars","Tot Act Dollars","Tot Variance"
"SC7386.1","11/10/22","5412","1908 DRAUGHT HOUSE","",""," Customer is reporting illumination outages with their monument sign. Please send service to trouble shoot and make repairs. Reference picture provided showing outage. This sign has routed out copy with polycarbonate backers. The red copy has red LED´s, and the white copy has white LED´s. Customer contact is Stef Smith 515-451-7042."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.500","-2.500","0.00","160.88","-160.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.500","-2.500","0.00","160.88","-160.88"
"10796.1","07/28/22","6001","1ST STREET TAVERN","GRIMES, IA","34054"," South Elevation: Fabricate and Install SF LED Lit Building Sign - Printed Logo on Face - Black Returns - NOTE: electrical to sign by others","BLDILL","","Acct Closed","","","","","","","","","1.000","0.500","0.500","46.32","21.23","25.09","","13.500","10.250","3.250","586.26","387.70","198.56","","3.000","0.000","3.000","130.28","0.00","130.28","","","","","","","","","5.000","1.500","3.500","217.14","62.73","154.41","","3.500","5.250","-1.750","350.35","321.89","28.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.000","17.500","8.500","1330.35","793.55","536.80"
"10796.2","07/28/22","6001","1ST STREET TAVERN","GRIMES, IA","34055"," East Elevation: Fabricate and Install SF LED Lit Building Sign - Printed Logo on Face - Black Returns - NOTE: Electrical to sign by others. Note this price is discounted for second sign purchase at same time as first sign.","BLDILL","","Acct Closed","","","","","","","","","1.000","0.500","0.500","46.32","21.23","25.09","","10.500","12.750","-2.250","455.98","475.53","-19.55","","2.000","0.000","2.000","86.85","0.00","86.85","","","","","","","","","5.000","1.500","3.500","217.14","62.73","154.41","","3.500","2.000","1.500","350.35","122.98","227.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.000","16.750","5.250","1156.64","682.47","474.17"
"10796.3","07/28/22","6001","1ST STREET TAVERN","GRIMES, IA","34056"," Furnish and Install Black Vinyl on top open existing panel - ""1st Street Tavern""  (This is for DF Tenant Sign and SF Tenant Sign)","VINYL","","Acct Closed","","","","","","","","","0.999","0.000","0.999","46.27","0.00","46.27","","","","","","","","","","","","","","","","","","","","","","","2.010","2.250","-0.240","87.29","93.86","-6.57","","1.500","1.750","-0.250","92.24","106.98","-14.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.509","4.000","0.509","225.80","200.84","24.96"
"10796.4","07/28/22","6001","1ST STREET TAVERN","GRIMES, IA","34069"," Furnish and Install LOGO onto all 3 Doors ","VINYL","","Acct Closed","","","","","","","","","0.510","0.500","0.010","23.62","21.23","2.39","","","","","","","","","","","","","","","","","","","","","","","2.250","0.750","1.500","97.71","31.13","66.58","","1.500","0.000","1.500","92.24","0.00","92.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.260","1.250","3.010","213.57","52.36","161.21"
"10796.5","07/28/22","6001","1ST STREET TAVERN","GRIMES, IA","34077"," Staff time for the procurement of permitting - NOTE: Permit cost will be on final invoice","CLLIT","","Acct Closed","","0.000","1.750","-1.750","0.00","75.15","-75.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.750","-1.750","0.00","75.15","-75.15"
"10954.1","11/15/22","6040","7B BUILDING & DEVELOPMENT","NORWALK, IA","34635"," Fabricate and drop off 4´ H x 4´ W white prepainted aluminum panel with 4"" H black vinyl lettering - Line 1: NOTICE OF REZONE - Line 2: ALLOW CARWASH C-2 - Line 3: ZONING ADMINISTRATOR - Line 4: 705 N. Ave, Norwalk IA - Line 5: 515-981-9530 - NOTE: drop off is at site in Norwalk, IA - SE corner of Sunset and Turnberry dr.","OVRLAY","","Acct Closed","","","","","","","","","0.500","0.000","0.500","23.16","0.00","23.16","","0.500","0.250","0.250","21.71","10.87","10.84","","","","","","","","","","","","","","","","3.000","1.500","1.500","130.29","65.62","64.67","","1.250","0.000","1.250","72.79","0.00","72.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.250","1.750","3.500","247.95","76.49","171.46"
"SC7087.1","03/21/22","4129","A-D DISTRIBUTING CO.","",""," Assist in repairing the US Flagpole at the West Terrace of the State Capitol.  Flag pole needs a new cable again and a new winch.   All parts are ready to go, let Tony know when you can be there  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.000","-2.000","0.00","121.55","-121.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.000","-2.000","0.00","121.55","-121.55"
"SC7088.1","03/19/22","4129","A-D DISTRIBUTING CO.","",""," Assist Tony with repairing flag pole at location.  JLG 85' will be needed.  Need to send a PO to Contractor Rental  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.500","-2.500","0.00","151.95","-151.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.500","-2.500","0.00","151.95","-151.95"
"SC7095.1","03/24/22","4129","A-D DISTRIBUTING CO.","",""," Assist Tony in Re- Roping a flag pole. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","60.78","-60.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","60.78","-60.78"
"SC7130.1","04/26/22","4129","A-D DISTRIBUTING CO.","",""," Assist Tony in Re-Roping flag pole. "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","75.96","-75.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","75.96","-75.96"
"SC7131.1","04/26/22","4129","A-D DISTRIBUTING CO.","",""," Assist Tony in re-roping flag pole in front of Lois's house.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.250","-0.250","0.00","15.19","-15.19","","0.000","2.000","-2.000","0.00","121.55","-121.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.250","-2.250","0.00","136.74","-136.74"
"SC7166.1","05/18/22","4129","A-D DISTRIBUTING CO.","",""," Assist Tony with re-roping flag Pole  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.750","-1.750","0.00","112.63","-112.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.750","-1.750","0.00","112.63","-112.63"
"SC7218.1","06/29/22","4129","A-D DISTRIBUTING CO.","",""," Assist Tony with repairing the flag pole.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","75.96","-75.96","","0.000","2.000","-2.000","0.00","121.55","-121.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.250","-3.250","0.00","197.51","-197.51"
"SC7394.1","11/12/22","4129","A-D DISTRIBUTING CO.","",""," Possible flag pole repair.   Tony is waiting for approval.  He would like Randy to stop by and see if the pole can be reached with bucket truck.    Tony will let Randy know when the job has been approved.   "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.000","-2.000","0.00","128.70","-128.70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.000","-2.000","0.00","128.70","-128.70"
"10585.1","01/15/22","5931","A.M. COHRON & SON, INC.","West Des Moines , IA","33162"," Furnish and install (2) 4x4 decorative ""W"" metal panels.","MONSF","","Acct Closed","","","","","","","","","2.000","1.250","0.750","84.92","53.08","31.84","","2.000","23.250","-21.250","83.76","1016.80","-933.04","","0.000","3.750","-3.750","0.00","162.85","-162.85","","0.000","2.000","-2.000","0.00","88.78","-88.78","","0.000","1.500","-1.500","0.00","66.59","-66.59","","8.000","25.000","-17.000","685.40","1561.06","-875.66","","0.000","1.500","-1.500","0.00","97.62","-97.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.000","58.250","-46.250","854.08","3046.78","-2192.70"
"10585.2","01/15/22","5931","A.M. COHRON & SON, INC.","West Des Moines , IA","33163"," Furnish and install (2) sets of 11"" Johnson Creek reverse lit channel letters.","CLLIT","CL-REVERSE","Acct Closed","","","","","","","","","2.000","0.000","2.000","84.92","0.00","84.92","","48.000","104.500","-56.500","2038.08","4507.29","-2469.21","","5.000","3.500","1.500","212.30","152.01","60.29","","9.000","10.000","-1.000","382.14","443.90","-61.76","","","","","","","","","9.000","54.750","-45.750","857.00","3444.11","-2587.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.000","172.750","-99.750","3574.44","8547.31","-4972.87"
"10585.3","01/15/22","5931","A.M. COHRON & SON, INC.","West Des Moines , IA","33164"," Furnish and install (6) reverse lit waves for (2) monuments (3 waves each)","MONSF","","Acct Closed","","","","","","","","","","","","","","","","38.000","0.000","38.000","1612.32","0.00","1612.32","","6.000","0.000","6.000","254.76","0.00","254.76","","","","","","","","","2.000","0.000","2.000","84.92","0.00","84.92","","11.000","6.500","4.500","1086.80","385.77","701.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.000","6.500","50.500","3038.80","385.77","2653.03"
"10709.1","04/19/22","1660","ACE CONSTRUCTION","GRIMES, IA","33431"," PICK UP TRUCK VINYL GRAPHICS: Furnish and apply digitally printed vehicle graphics for a single pick up truck. (1) logo per side. Reference Eagle sketch 0322-33431-00. NOTE: Customer to deliver truck to Eagle shop clean and dry.","PRNGRA","","Acct Closed","","","","","","","","","1.000","0.000","1.000","42.46","0.00","42.46","","","","","","","","","","","","","","","","","","","","","","","6.500","0.500","6.000","275.99","20.76","255.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.500","0.500","7.000","318.45","20.76","297.69"
"SC7024.1","01/25/22","5871","AD LIGHT GROUP","",""," Repair:  ""F"" in "" LOFTS"" IS NOT ILLUMINATING at night.  Please repair.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","91.18","-91.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","91.18","-91.18"
"SC7300.1","09/09/22","4008","ADART","",""," Letter ""e"" on front sign is partially lit and blinking.  Repair as needed.  Call or email Jen from site to exceed the NTE at (209)  931 0860 "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.250","-2.250","0.00","144.80","-144.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.250","-2.250","0.00","144.80","-144.80"
"SC7416.1","12/01/22","4008","ADART","",""," Letter ""S"" is half out,  Call Kari from site to exceed PO (209) 751-5132"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.000","-3.000","0.00","193.05","-193.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","3.000","-3.000","0.00","193.05","-193.05"
"SC7245.1","07/23/22","3686","ADCON","",""," Part of the border is not illuminating on the perforated backer panel.  Inspect, repair as necessary. Please be sure to check in and out of service channel network. Instructions given in e-mail.  Please provide completion photos.  Obtain customer signature of completion. Stay in contact with your PM at Adcon Signs "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.250","-2.250","0.00","139.46","-139.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.250","-2.250","0.00","139.46","-139.46"
"SC7262.1","08/04/22","3686","ADCON","",""," The pepper is not illuminating on the EAST (front) elevation. Inspect and repair as necessary "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.750","-1.750","0.00","106.36","-106.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.750","-1.750","0.00","106.36","-106.36"
"SC7267.1","08/11/22","3686","ADCON","",""," The ""L"" on the Noodles & Company sign has fallen off and the ""e"" looks like it is about to as well. Inspect and repair as necessary. The store has the ""L"" inside. Please provide completion photos. NTE $500 Please be sure to check IN and OUT of service channel network. Instructions given in email that's attached. Obtain customer signature of completion."," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.000","-2.000","0.00","128.73","-128.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","2.000","-2.000","0.00","128.73","-128.73"
"SC7407.1","11/23/22","4351","ADEL FAMILY DENTISTRY P.C.","",""," Customer has lamps out in the monument sign.  Please repair.  "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.750","-1.750","0.00","112.63","-112.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.750","-1.750","0.00","112.63","-112.63"
"10680.1","04/24/22","5962","ADEL TIRE & SERVICE","ADEL, IA","33524"," Fabricate and Install (2) new Panformed Faces into existing cabinet ""Adel Tire & Service"" - Standard vinyl colors - NOTE: service work is not included in this quote.","POLLIT","","Acct Closed","","","","","","","","","1.000","0.000","1.000","42.46","0.00","42.46","","0.500","0.000","0.500","21.23","0.00","21.23","","","","","","","","","","","","","","","","5.000","5.250","-0.250","212.30","218.34","-6.04","","5.250","3.250","2.000","356.13","197.52","158.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.750","8.500","3.250","632.12","415.86","216.26"
"10680.2","04/24/22","5962","ADEL TIRE & SERVICE","ADEL, IA","33546"," Staff time for the procurement of permitting - NOTE: Permit cost will be on Final Invoice","POLLIT","","Acct Closed","","0.000","1.000","-1.000","0.00","42.94","-42.94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.000","-1.000","0.00","42.94","-42.94"
"SC7142.1","04/30/22","5962","ADEL TIRE & SERVICE","",""," Service - order two new LED Sticks and replace - order photo eye and install   T"," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","75.96","-75.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.250","-1.250","0.00","75.96","-75.96"
"SC7194.1","06/03/22","4502","ALAN BOWMAN","",""," Customer brought in his clock again and now thinks the transformer may be out.    Call him when it is done.  515 707 3727.   Call Alan and let him know estimate to repair before you do the work.   "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","91.18","-91.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","1.500","-1.500","0.00","91.18","-91.18"
"SC7305.1","09/13/22","6029","ALLAN CRANDALL","",""," Customer brought in a Budweiser neon sign.  Please check it out and provide an estimate of what is wrong and cost.  Call customer to provide price quote.  Leave a message if you get voice mail.   "," ","","Acct Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.250","-0.250","0.00","16.10","-16.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.250","-0.250","0.00","16.10","-16.10"
